cleaned_city_1,cleaned_city_2,original_city_1,original_city_2
Nantes,Vágar,Nantes,Vágar
Nantes,Funchal,Nantes,Funchal
Nantes,Krasnoyarsk,Nantes,Krasnoyarsk
Nantes,Syktyvkar,Nantes,Syktyvkar
Nantes,Pescara,Nantes,Pescara
Nantes,Bragança,Nantes,Bragança
Nantes,Wrocław,Nantes,Wrocław
Schkeuditz,Astrakhan,Schkeuditz,Astrakhan
Schkeuditz,Zaventem,Schkeuditz,Zaventem
Schkeuditz,Ronchi dei Legionari ,Schkeuditz,Ronchi dei Legionari (GO)
Schkeuditz,Mytilene,Schkeuditz,Mytilene
Schkeuditz,Santander,Schkeuditz,Santander
Schkeuditz,Mosjøen,Schkeuditz,Mosjøen
Schkeuditz,"Stornoway, Western Isles",Schkeuditz,"Stornoway, Western Isles"
Schkeuditz,Santiago de Compostela,Schkeuditz,Santiago de Compostela
Schkeuditz,Zurich,Schkeuditz,Zurich
Schkeuditz,Melilla,Schkeuditz,Melilla
Schkeuditz,Bremen,Schkeuditz,Bremen
Schkeuditz,Gdańsk,Schkeuditz,Gdańsk
Schkeuditz,Nice,Schkeuditz,Nice
Schkeuditz,Amsterdam,Schkeuditz,Amsterdam
Schkeuditz,Saint-Louis,Schkeuditz,Saint-Louis
Schkeuditz,St. Petersburg,Schkeuditz,St. Petersburg
Schkeuditz,Nizhny Novgorod,Schkeuditz,Nizhny Novgorod
Schkeuditz,Riga,Schkeuditz,Riga
Schkeuditz,London,Schkeuditz,London
Schkeuditz,Grâce-Hollogne,Schkeuditz,Grâce-Hollogne
Schkeuditz,Nizhnekamsk,Schkeuditz,Nizhnekamsk
Schkeuditz,Stuttgart,Schkeuditz,Stuttgart
Schkeuditz,Stockholm,Schkeuditz,Stockholm
Schkeuditz,Mahón ,Schkeuditz,Mahón (Maó)
Schkeuditz,Palanga,Schkeuditz,Palanga
Schkeuditz,Belfast,Schkeuditz,Belfast
Schkeuditz,Napoli,Schkeuditz,Napoli
Schkeuditz,Innsbruck,Schkeuditz,Innsbruck
Schkeuditz,Frankfurt am Main ,Schkeuditz,Frankfurt am Main (Lautzenhausen)
Schkeuditz,Kirov,Schkeuditz,Kirov
Schkeuditz,Düsseldorf,Schkeuditz,Düsseldorf
Schkeuditz,Aarhus,Schkeuditz,Aarhus
Schkeuditz,"Gatwick, Surrey",Schkeuditz,"Gatwick, Surrey"
Schkeuditz,Kavala,Schkeuditz,Kavala
Schkeuditz,Kittilä,Schkeuditz,Kittilä
Schkeuditz,Nuremberg,Schkeuditz,Nuremberg
Schkeuditz,Cheboksary,Schkeuditz,Cheboksary
Schkeuditz,"Southend-on-Sea, Essex",Schkeuditz,"Southend-on-Sea, Essex"
Schkeuditz,Kirkenes,Schkeuditz,Kirkenes
Schkeuditz,Montpellier/Méditerranée,Schkeuditz,Montpellier/Méditerranée
Schkeuditz,Oulu / Oulunsalo,Schkeuditz,Oulu / Oulunsalo
Schkeuditz,Simferopol,Schkeuditz,Simferopol
Schkeuditz,Banja Luka,Schkeuditz,Banja Luka
Schkeuditz,Charleroi,Schkeuditz,Charleroi
Schkeuditz,Budapest,Schkeuditz,Budapest
Schkeuditz,Ibiza ,Schkeuditz,Ibiza (Eivissa)
Schkeuditz,Ohrid,Schkeuditz,Ohrid
Schkeuditz,Hadsel,Schkeuditz,Hadsel
Schkeuditz,Vaasa,Schkeuditz,Vaasa
Schkeuditz,Prishtina,Schkeuditz,Prishtina
Schkeuditz,Caselle Torinese ,Schkeuditz,Caselle Torinese (TO)
Schkeuditz,Kuusamo,Schkeuditz,Kuusamo
Schkeuditz,Chita,Schkeuditz,Chita
Schkeuditz,Luleå,Schkeuditz,Luleå
Schkeuditz,Copenhagen,Schkeuditz,Copenhagen
Schkeuditz,Hamburg,Schkeuditz,Hamburg
Schkeuditz,Burgas,Schkeuditz,Burgas
Schkeuditz,Novokuznetsk,Schkeuditz,Novokuznetsk
Schkeuditz,Florø,Schkeuditz,Florø
Schkeuditz,Weeze,Schkeuditz,Weeze
Schkeuditz,Calvi/Sainte-Catherine,Schkeuditz,Calvi/Sainte-Catherine
Schkeuditz,Chios Island,Schkeuditz,Chios Island
Schkeuditz,Suceava,Schkeuditz,Suceava
Schkeuditz,Bilbao,Schkeuditz,Bilbao
Schkeuditz,Bratislava,Schkeuditz,Bratislava
Schkeuditz,Ożarowice,Schkeuditz,Ożarowice
Schkeuditz,Thessaloniki,Schkeuditz,Thessaloniki
Schkeuditz,Postage,Schkeuditz,Porto
Schkeuditz,Perm,Schkeuditz,Perm
Schkeuditz,Alicante,Schkeuditz,Alicante
Schkeuditz,Belgrade,Schkeuditz,Belgrade
Schkeuditz,Iaşi,Schkeuditz,Iaşi
Schkeuditz,Pico Island,Schkeuditz,Pico Island
Schkeuditz,Santorini Island,Schkeuditz,Santorini Island
Schkeuditz,Horta,Schkeuditz,Horta
Schkeuditz,Pamplona,Schkeuditz,Pamplona
Schkeuditz,Figari Sud-Corse,Schkeuditz,Figari Sud-Corse
Schkeuditz,Saint-Étienne-de-Saint-Geoirs,Schkeuditz,Saint-Étienne-de-Saint-Geoirs
Schkeuditz,Kjevik,Schkeuditz,Kjevik
Schkeuditz,Hondarribia,Schkeuditz,Hondarribia
Schkeuditz,Chişinău,Schkeuditz,Chişinău
Schkeuditz,Split,Schkeuditz,Split
Schkeuditz,Newcastle,Schkeuditz,Newcastle
Schkeuditz,Orsk,Schkeuditz,Orsk
Schkeuditz,Bastia/Poretta,Schkeuditz,Bastia/Poretta
Schkeuditz,Rheinmünster,Schkeuditz,Rheinmünster
Schkeuditz,Warsaw,Schkeuditz,Warsaw
Schkeuditz,Marseille,Schkeuditz,Marseille
Schkeuditz,Sarajevo,Schkeuditz,Sarajevo
Schkeuditz,Luxembourg,Schkeuditz,Luxembourg
Schkeuditz,Liverpool,Schkeuditz,Liverpool
Schkeuditz,"Paisley, Renfrewshire",Schkeuditz,"Paisley, Renfrewshire"
Schkeuditz,Oradea,Schkeuditz,Oradea
Schkeuditz,Ilinden,Schkeuditz,Ilinden
Schkeuditz,San Bartolomé,Schkeuditz,San Bartolomé
Schkeuditz,Sochi,Schkeuditz,Sochi
Schkeuditz,Vila do Porto,Schkeuditz,Vila do Porto
Schkeuditz,Bordeaux/Mérignac,Schkeuditz,Bordeaux/Mérignac
Schkeuditz,Rinas,Schkeuditz,Rinas
Schkeuditz,Samos Island,Schkeuditz,Samos Island
Schkeuditz,Kuopio / Siilinjärvi,Schkeuditz,Kuopio / Siilinjärvi
Schkeuditz,Culleredo,Schkeuditz,Culleredo
Schkeuditz,Vadsø,Schkeuditz,Vadsø
Schkeuditz,Kerkyra ,Schkeuditz,Kerkyra (Corfu)
Schkeuditz,Madrid,Schkeuditz,Madrid
Schkeuditz,Orenburg,Schkeuditz,Orenburg
Schkeuditz,Brønnøy,Schkeuditz,Brønnøy
Schkeuditz,Ioannina,Schkeuditz,Ioannina
Schkeuditz,Viseu,Schkeuditz,Viseu
Schkeuditz,Oslo,Schkeuditz,Oslo
Schkeuditz,Beslan,Schkeuditz,Beslan
Schkeuditz,Klagenfurt on Lake Wörthersee,Schkeuditz,Klagenfurt am Wörthersee
Schkeuditz,Leknes,Schkeuditz,Leknes
Schkeuditz,Timişoara,Schkeuditz,Timişoara
Schkeuditz,Orio al Serio ,Schkeuditz,Orio al Serio (BG)
Schkeuditz,Caselle ,Schkeuditz,Caselle (VR)
Schkeuditz,Viviers-du-Lac,Schkeuditz,Viviers-du-Lac
Schkeuditz,Rovaniemi,Schkeuditz,Rovaniemi
Schkeuditz,Dortmund,Schkeuditz,Dortmund
Schkeuditz,Malmö,Schkeuditz,Malmö
Schkeuditz,Tours/Val de Loire ,Schkeuditz,Tours/Val de Loire (Loire Valley)
Schkeuditz,Bacău,Schkeuditz,Bacău
Schkeuditz,Naryan Mar,Schkeuditz,Naryan Mar
Schkeuditz,Bolzano ,Schkeuditz,Bolzano (BZ)
Schkeuditz,Ufa,Schkeuditz,Ufa
Schkeuditz,Trondheim,Schkeuditz,Trondheim
Schkeuditz,Mykonos,Schkeuditz,Mykonos
Schkeuditz,Izhevsk,Schkeuditz,Izhevsk
Schkeuditz,Krasnodar,Schkeuditz,Krasnodar
Schkeuditz,Parma ,Schkeuditz,Parma (PR)
Schkeuditz,Catania,Schkeuditz,Catania
Schkeuditz,Bodø,Schkeuditz,Bodø
Schkeuditz,Bournemouth,Schkeuditz,Bournemouth
Schkeuditz,Murmansk,Schkeuditz,Murmansk
Schkeuditz,Frankfurt am Main,Schkeuditz,Frankfurt am Main
Schkeuditz,Umeå,Schkeuditz,Umeå
Schkeuditz,Łódź,Schkeuditz,Łódź
Schkeuditz,Genova ,Schkeuditz,Genova (GE)
Schkeuditz,Almería,Schkeuditz,Almería
Schkeuditz,Crete Island,Schkeuditz,Crete Island
Schkeuditz,Ivalo,Schkeuditz,Ivalo
Schkeuditz,Ivanovo,Schkeuditz,Ivanovo
Schkeuditz,Vigo,Schkeuditz,Vigo
Schkeuditz,Minsk,Schkeuditz,Minsk
Schkeuditz,Seville,Schkeuditz,Sevilla
Schkeuditz,Girona,Schkeuditz,Girona
Schkeuditz,Magnitogorsk,Schkeuditz,Magnitogorsk
Schkeuditz,Zgornji Brnik,Schkeuditz,Zgornji Brnik
Schkeuditz,Cherepovets,Schkeuditz,Cherepovets
Schkeuditz,Pisa,Schkeuditz,Pisa
Schkeuditz,Valletta,Schkeuditz,Valletta
Schkeuditz,Voronezh,Schkeuditz,Voronezh
Schkeuditz,Vila Real,Schkeuditz,Vila Real
Schkeuditz,Penza,Schkeuditz,Penza
Schkeuditz,Makhachkala,Schkeuditz,Makhachkala
Schkeuditz,Spata-Artemida,Schkeuditz,Spata-Artemida
Schkeuditz,"Luton, Bedfordshire",Schkeuditz,"Luton, Bedfordshire"
Schkeuditz,Čilipi,Schkeuditz,Čilipi
Schkeuditz,Olbia ,Schkeuditz,Olbia (SS)
Schkeuditz,Hanover,Schkeuditz,Hannover
Schkeuditz,"Norwich, Norfolk",Schkeuditz,"Norwich, Norfolk"
Schkeuditz,Nottingham,Schkeuditz,Nottingham
Schkeuditz,Sibiu,Schkeuditz,Sibiu
Schkeuditz,Saint Anne,Schkeuditz,Saint Anne
Schkeuditz,Maastricht,Schkeuditz,Maastricht
Schkeuditz,Vilnius,Schkeuditz,Vilnius
Schkeuditz,Debrecen,Schkeuditz,Debrecen
Schkeuditz,Lesquin,Schkeuditz,Lesquin
Schkeuditz,Perugia,Schkeuditz,Perugia
Schkeuditz,Lisbon,Schkeuditz,Lisbon
Schkeuditz,Gothenburg,Schkeuditz,Gothenburg
Schkeuditz,Ponta Delgada,Schkeuditz,Ponta Delgada
Schkeuditz,Ancona,Schkeuditz,Ancona
Schkeuditz,Ålesund,Schkeuditz,Ålesund
Schkeuditz,Manchester,Schkeuditz,Manchester
Schkeuditz,Vágar,Schkeuditz,Vágar
Schkeuditz,Funchal,Schkeuditz,Funchal
Schkeuditz,Krasnoyarsk,Schkeuditz,Krasnoyarsk
Schkeuditz,Syktyvkar,Schkeuditz,Syktyvkar
Schkeuditz,Pescara,Schkeuditz,Pescara
Schkeuditz,Bragança,Schkeuditz,Bragança
Schkeuditz,Wrocław,Schkeuditz,Wrocław
Astrakhan,Zaventem,Astrakhan,Zaventem
Astrakhan,Ronchi dei Legionari ,Astrakhan,Ronchi dei Legionari (GO)
Astrakhan,Mytilene,Astrakhan,Mytilene
Astrakhan,Santander,Astrakhan,Santander
Astrakhan,Mosjøen,Astrakhan,Mosjøen
Astrakhan,"Stornoway, Western Isles",Astrakhan,"Stornoway, Western Isles"
Astrakhan,Santiago de Compostela,Astrakhan,Santiago de Compostela
Astrakhan,Zurich,Astrakhan,Zurich
Astrakhan,Melilla,Astrakhan,Melilla
Astrakhan,Bremen,Astrakhan,Bremen
Astrakhan,Gdańsk,Astrakhan,Gdańsk
Astrakhan,Nice,Astrakhan,Nice
Astrakhan,Amsterdam,Astrakhan,Amsterdam
Astrakhan,Saint-Louis,Astrakhan,Saint-Louis
Astrakhan,St. Petersburg,Astrakhan,St. Petersburg
Astrakhan,Nizhny Novgorod,Astrakhan,Nizhny Novgorod
Astrakhan,Riga,Astrakhan,Riga
Astrakhan,London,Astrakhan,London
Astrakhan,Grâce-Hollogne,Astrakhan,Grâce-Hollogne
Astrakhan,Nizhnekamsk,Astrakhan,Nizhnekamsk
Astrakhan,Stuttgart,Astrakhan,Stuttgart
Astrakhan,Stockholm,Astrakhan,Stockholm
Astrakhan,Mahón ,Astrakhan,Mahón (Maó)
Astrakhan,Palanga,Astrakhan,Palanga
Astrakhan,Belfast,Astrakhan,Belfast
Astrakhan,Napoli,Astrakhan,Napoli
Astrakhan,Innsbruck,Astrakhan,Innsbruck
Astrakhan,Frankfurt am Main ,Astrakhan,Frankfurt am Main (Lautzenhausen)
Astrakhan,Kirov,Astrakhan,Kirov
Astrakhan,Düsseldorf,Astrakhan,Düsseldorf
Astrakhan,Aarhus,Astrakhan,Aarhus
Astrakhan,"Gatwick, Surrey",Astrakhan,"Gatwick, Surrey"
Astrakhan,Kavala,Astrakhan,Kavala
Astrakhan,Kittilä,Astrakhan,Kittilä
Astrakhan,Nuremberg,Astrakhan,Nuremberg
Astrakhan,Cheboksary,Astrakhan,Cheboksary
Astrakhan,"Southend-on-Sea, Essex",Astrakhan,"Southend-on-Sea, Essex"
Astrakhan,Kirkenes,Astrakhan,Kirkenes
Astrakhan,Montpellier/Méditerranée,Astrakhan,Montpellier/Méditerranée
Astrakhan,Oulu / Oulunsalo,Astrakhan,Oulu / Oulunsalo
Astrakhan,Simferopol,Astrakhan,Simferopol
Astrakhan,Banja Luka,Astrakhan,Banja Luka
Astrakhan,Charleroi,Astrakhan,Charleroi
Astrakhan,Budapest,Astrakhan,Budapest
Astrakhan,Ibiza ,Astrakhan,Ibiza (Eivissa)
Astrakhan,Ohrid,Astrakhan,Ohrid
Astrakhan,Hadsel,Astrakhan,Hadsel
Astrakhan,Vaasa,Astrakhan,Vaasa
Astrakhan,Prishtina,Astrakhan,Prishtina
Astrakhan,Caselle Torinese ,Astrakhan,Caselle Torinese (TO)
Astrakhan,Kuusamo,Astrakhan,Kuusamo
Astrakhan,Chita,Astrakhan,Chita
Astrakhan,Luleå,Astrakhan,Luleå
Astrakhan,Copenhagen,Astrakhan,Copenhagen
Astrakhan,Hamburg,Astrakhan,Hamburg
Astrakhan,Burgas,Astrakhan,Burgas
Astrakhan,Novokuznetsk,Astrakhan,Novokuznetsk
Astrakhan,Florø,Astrakhan,Florø
Astrakhan,Weeze,Astrakhan,Weeze
Astrakhan,Calvi/Sainte-Catherine,Astrakhan,Calvi/Sainte-Catherine
Astrakhan,Chios Island,Astrakhan,Chios Island
Astrakhan,Suceava,Astrakhan,Suceava
Astrakhan,Bilbao,Astrakhan,Bilbao
Astrakhan,Bratislava,Astrakhan,Bratislava
Astrakhan,Ożarowice,Astrakhan,Ożarowice
Astrakhan,Thessaloniki,Astrakhan,Thessaloniki
Astrakhan,Postage,Astrakhan,Porto
Astrakhan,Perm,Astrakhan,Perm
Astrakhan,Alicante,Astrakhan,Alicante
Astrakhan,Belgrade,Astrakhan,Belgrade
Astrakhan,Iaşi,Astrakhan,Iaşi
Astrakhan,Pico Island,Astrakhan,Pico Island
Astrakhan,Santorini Island,Astrakhan,Santorini Island
Astrakhan,Horta,Astrakhan,Horta
Astrakhan,Pamplona,Astrakhan,Pamplona
Astrakhan,Figari Sud-Corse,Astrakhan,Figari Sud-Corse
Astrakhan,Saint-Étienne-de-Saint-Geoirs,Astrakhan,Saint-Étienne-de-Saint-Geoirs
Astrakhan,Kjevik,Astrakhan,Kjevik
Astrakhan,Hondarribia,Astrakhan,Hondarribia
Astrakhan,Chişinău,Astrakhan,Chişinău
Astrakhan,Split,Astrakhan,Split
Astrakhan,Newcastle,Astrakhan,Newcastle
Astrakhan,Orsk,Astrakhan,Orsk
Astrakhan,Bastia/Poretta,Astrakhan,Bastia/Poretta
Astrakhan,Rheinmünster,Astrakhan,Rheinmünster
Astrakhan,Warsaw,Astrakhan,Warsaw
Astrakhan,Marseille,Astrakhan,Marseille
Astrakhan,Sarajevo,Astrakhan,Sarajevo
Astrakhan,Luxembourg,Astrakhan,Luxembourg
Astrakhan,Liverpool,Astrakhan,Liverpool
Astrakhan,"Paisley, Renfrewshire",Astrakhan,"Paisley, Renfrewshire"
Astrakhan,Oradea,Astrakhan,Oradea
Astrakhan,Ilinden,Astrakhan,Ilinden
Astrakhan,San Bartolomé,Astrakhan,San Bartolomé
Astrakhan,Sochi,Astrakhan,Sochi
Astrakhan,Vila do Porto,Astrakhan,Vila do Porto
Astrakhan,Bordeaux/Mérignac,Astrakhan,Bordeaux/Mérignac
Astrakhan,Rinas,Astrakhan,Rinas
Astrakhan,Samos Island,Astrakhan,Samos Island
Astrakhan,Kuopio / Siilinjärvi,Astrakhan,Kuopio / Siilinjärvi
Astrakhan,Culleredo,Astrakhan,Culleredo
Astrakhan,Vadsø,Astrakhan,Vadsø
Astrakhan,Kerkyra ,Astrakhan,Kerkyra (Corfu)
Astrakhan,Madrid,Astrakhan,Madrid
Astrakhan,Orenburg,Astrakhan,Orenburg
Astrakhan,Brønnøy,Astrakhan,Brønnøy
Astrakhan,Ioannina,Astrakhan,Ioannina
Astrakhan,Viseu,Astrakhan,Viseu
Astrakhan,Oslo,Astrakhan,Oslo
Astrakhan,Beslan,Astrakhan,Beslan
Astrakhan,Klagenfurt on Lake Wörthersee,Astrakhan,Klagenfurt am Wörthersee
Astrakhan,Leknes,Astrakhan,Leknes
Astrakhan,Timişoara,Astrakhan,Timişoara
Astrakhan,Orio al Serio ,Astrakhan,Orio al Serio (BG)
Astrakhan,Caselle ,Astrakhan,Caselle (VR)
Astrakhan,Viviers-du-Lac,Astrakhan,Viviers-du-Lac
Astrakhan,Rovaniemi,Astrakhan,Rovaniemi
Astrakhan,Dortmund,Astrakhan,Dortmund
Astrakhan,Malmö,Astrakhan,Malmö
Astrakhan,Tours/Val de Loire ,Astrakhan,Tours/Val de Loire (Loire Valley)
Astrakhan,Bacău,Astrakhan,Bacău
Astrakhan,Naryan Mar,Astrakhan,Naryan Mar
Astrakhan,Bolzano ,Astrakhan,Bolzano (BZ)
Astrakhan,Ufa,Astrakhan,Ufa
Astrakhan,Trondheim,Astrakhan,Trondheim
Astrakhan,Mykonos,Astrakhan,Mykonos
Astrakhan,Izhevsk,Astrakhan,Izhevsk
Astrakhan,Krasnodar,Astrakhan,Krasnodar
Astrakhan,Parma ,Astrakhan,Parma (PR)
Astrakhan,Catania,Astrakhan,Catania
Astrakhan,Bodø,Astrakhan,Bodø
Astrakhan,Bournemouth,Astrakhan,Bournemouth
Astrakhan,Murmansk,Astrakhan,Murmansk
Astrakhan,Frankfurt am Main,Astrakhan,Frankfurt am Main
Astrakhan,Umeå,Astrakhan,Umeå
Astrakhan,Łódź,Astrakhan,Łódź
Astrakhan,Genova ,Astrakhan,Genova (GE)
Astrakhan,Almería,Astrakhan,Almería
Astrakhan,Crete Island,Astrakhan,Crete Island
Astrakhan,Ivalo,Astrakhan,Ivalo
Astrakhan,Ivanovo,Astrakhan,Ivanovo
Astrakhan,Vigo,Astrakhan,Vigo
Astrakhan,Minsk,Astrakhan,Minsk
Astrakhan,Seville,Astrakhan,Sevilla
Astrakhan,Girona,Astrakhan,Girona
Astrakhan,Magnitogorsk,Astrakhan,Magnitogorsk
Astrakhan,Zgornji Brnik,Astrakhan,Zgornji Brnik
Astrakhan,Cherepovets,Astrakhan,Cherepovets
Astrakhan,Pisa,Astrakhan,Pisa
Astrakhan,Valletta,Astrakhan,Valletta
Astrakhan,Voronezh,Astrakhan,Voronezh
Astrakhan,Vila Real,Astrakhan,Vila Real
Astrakhan,Penza,Astrakhan,Penza
Astrakhan,Makhachkala,Astrakhan,Makhachkala
Astrakhan,Spata-Artemida,Astrakhan,Spata-Artemida
Astrakhan,"Luton, Bedfordshire",Astrakhan,"Luton, Bedfordshire"
Astrakhan,Čilipi,Astrakhan,Čilipi
Astrakhan,Olbia ,Astrakhan,Olbia (SS)
Astrakhan,Hanover,Astrakhan,Hannover
Astrakhan,"Norwich, Norfolk",Astrakhan,"Norwich, Norfolk"
Astrakhan,Nottingham,Astrakhan,Nottingham
Astrakhan,Sibiu,Astrakhan,Sibiu
Astrakhan,Saint Anne,Astrakhan,Saint Anne
Astrakhan,Maastricht,Astrakhan,Maastricht
Astrakhan,Vilnius,Astrakhan,Vilnius
Astrakhan,Debrecen,Astrakhan,Debrecen
Astrakhan,Lesquin,Astrakhan,Lesquin
Astrakhan,Perugia,Astrakhan,Perugia
Astrakhan,Lisbon,Astrakhan,Lisbon
Astrakhan,Gothenburg,Astrakhan,Gothenburg
Astrakhan,Ponta Delgada,Astrakhan,Ponta Delgada
Astrakhan,Ancona,Astrakhan,Ancona
Astrakhan,Ålesund,Astrakhan,Ålesund
Astrakhan,Manchester,Astrakhan,Manchester
Astrakhan,Vágar,Astrakhan,Vágar
Astrakhan,Funchal,Astrakhan,Funchal
Astrakhan,Krasnoyarsk,Astrakhan,Krasnoyarsk
Astrakhan,Syktyvkar,Astrakhan,Syktyvkar
Astrakhan,Pescara,Astrakhan,Pescara
Astrakhan,Bragança,Astrakhan,Bragança
Astrakhan,Wrocław,Astrakhan,Wrocław
Zaventem,Ronchi dei Legionari ,Zaventem,Ronchi dei Legionari (GO)
Zaventem,Mytilene,Zaventem,Mytilene
Zaventem,Santander,Zaventem,Santander
Zaventem,Mosjøen,Zaventem,Mosjøen
Zaventem,"Stornoway, Western Isles",Zaventem,"Stornoway, Western Isles"
Zaventem,Santiago de Compostela,Zaventem,Santiago de Compostela
Zaventem,Zurich,Zaventem,Zurich
Zaventem,Melilla,Zaventem,Melilla
Zaventem,Bremen,Zaventem,Bremen
Zaventem,Gdańsk,Zaventem,Gdańsk
Zaventem,Nice,Zaventem,Nice
Zaventem,Amsterdam,Zaventem,Amsterdam
Zaventem,Saint-Louis,Zaventem,Saint-Louis
Zaventem,St. Petersburg,Zaventem,St. Petersburg
Zaventem,Nizhny Novgorod,Zaventem,Nizhny Novgorod
Zaventem,Riga,Zaventem,Riga
Zaventem,London,Zaventem,London
Zaventem,Grâce-Hollogne,Zaventem,Grâce-Hollogne
Zaventem,Nizhnekamsk,Zaventem,Nizhnekamsk
Zaventem,Stuttgart,Zaventem,Stuttgart
Zaventem,Stockholm,Zaventem,Stockholm
Zaventem,Mahón ,Zaventem,Mahón (Maó)
Zaventem,Palanga,Zaventem,Palanga
Zaventem,Belfast,Zaventem,Belfast
Zaventem,Napoli,Zaventem,Napoli
Zaventem,Innsbruck,Zaventem,Innsbruck
Zaventem,Frankfurt am Main ,Zaventem,Frankfurt am Main (Lautzenhausen)
Zaventem,Kirov,Zaventem,Kirov
Zaventem,Düsseldorf,Zaventem,Düsseldorf
Zaventem,Aarhus,Zaventem,Aarhus
Zaventem,"Gatwick, Surrey",Zaventem,"Gatwick, Surrey"
Zaventem,Kavala,Zaventem,Kavala
Zaventem,Kittilä,Zaventem,Kittilä
Zaventem,Nuremberg,Zaventem,Nuremberg
Zaventem,Cheboksary,Zaventem,Cheboksary
Zaventem,"Southend-on-Sea, Essex",Zaventem,"Southend-on-Sea, Essex"
Zaventem,Kirkenes,Zaventem,Kirkenes
Zaventem,Montpellier/Méditerranée,Zaventem,Montpellier/Méditerranée
Zaventem,Oulu / Oulunsalo,Zaventem,Oulu / Oulunsalo
Zaventem,Simferopol,Zaventem,Simferopol
Zaventem,Banja Luka,Zaventem,Banja Luka
Zaventem,Charleroi,Zaventem,Charleroi
Zaventem,Budapest,Zaventem,Budapest
Zaventem,Ibiza ,Zaventem,Ibiza (Eivissa)
Zaventem,Ohrid,Zaventem,Ohrid
Zaventem,Hadsel,Zaventem,Hadsel
Zaventem,Vaasa,Zaventem,Vaasa
Zaventem,Prishtina,Zaventem,Prishtina
Zaventem,Caselle Torinese ,Zaventem,Caselle Torinese (TO)
Zaventem,Kuusamo,Zaventem,Kuusamo
Zaventem,Chita,Zaventem,Chita
Zaventem,Luleå,Zaventem,Luleå
Zaventem,Copenhagen,Zaventem,Copenhagen
Zaventem,Hamburg,Zaventem,Hamburg
Zaventem,Burgas,Zaventem,Burgas
Zaventem,Novokuznetsk,Zaventem,Novokuznetsk
Zaventem,Florø,Zaventem,Florø
Zaventem,Weeze,Zaventem,Weeze
Zaventem,Calvi/Sainte-Catherine,Zaventem,Calvi/Sainte-Catherine
Zaventem,Chios Island,Zaventem,Chios Island
Zaventem,Suceava,Zaventem,Suceava
Zaventem,Bilbao,Zaventem,Bilbao
Zaventem,Bratislava,Zaventem,Bratislava
Zaventem,Ożarowice,Zaventem,Ożarowice
Zaventem,Thessaloniki,Zaventem,Thessaloniki
Zaventem,Postage,Zaventem,Porto
Zaventem,Perm,Zaventem,Perm
Zaventem,Alicante,Zaventem,Alicante
Zaventem,Belgrade,Zaventem,Belgrade
Zaventem,Iaşi,Zaventem,Iaşi
Zaventem,Pico Island,Zaventem,Pico Island
Zaventem,Santorini Island,Zaventem,Santorini Island
Zaventem,Horta,Zaventem,Horta
Zaventem,Pamplona,Zaventem,Pamplona
Zaventem,Figari Sud-Corse,Zaventem,Figari Sud-Corse
Zaventem,Saint-Étienne-de-Saint-Geoirs,Zaventem,Saint-Étienne-de-Saint-Geoirs
Zaventem,Kjevik,Zaventem,Kjevik
Zaventem,Hondarribia,Zaventem,Hondarribia
Zaventem,Chişinău,Zaventem,Chişinău
Zaventem,Split,Zaventem,Split
Zaventem,Newcastle,Zaventem,Newcastle
Zaventem,Orsk,Zaventem,Orsk
Zaventem,Bastia/Poretta,Zaventem,Bastia/Poretta
Zaventem,Rheinmünster,Zaventem,Rheinmünster
Zaventem,Warsaw,Zaventem,Warsaw
Zaventem,Marseille,Zaventem,Marseille
Zaventem,Sarajevo,Zaventem,Sarajevo
Zaventem,Luxembourg,Zaventem,Luxembourg
Zaventem,Liverpool,Zaventem,Liverpool
Zaventem,"Paisley, Renfrewshire",Zaventem,"Paisley, Renfrewshire"
Zaventem,Oradea,Zaventem,Oradea
Zaventem,Ilinden,Zaventem,Ilinden
Zaventem,San Bartolomé,Zaventem,San Bartolomé
Zaventem,Sochi,Zaventem,Sochi
Zaventem,Vila do Porto,Zaventem,Vila do Porto
Zaventem,Bordeaux/Mérignac,Zaventem,Bordeaux/Mérignac
Zaventem,Rinas,Zaventem,Rinas
Zaventem,Samos Island,Zaventem,Samos Island
Zaventem,Kuopio / Siilinjärvi,Zaventem,Kuopio / Siilinjärvi
Zaventem,Culleredo,Zaventem,Culleredo
Zaventem,Vadsø,Zaventem,Vadsø
Zaventem,Kerkyra ,Zaventem,Kerkyra (Corfu)
Zaventem,Madrid,Zaventem,Madrid
Zaventem,Orenburg,Zaventem,Orenburg
Zaventem,Brønnøy,Zaventem,Brønnøy
Zaventem,Ioannina,Zaventem,Ioannina
Zaventem,Viseu,Zaventem,Viseu
Zaventem,Oslo,Zaventem,Oslo
Zaventem,Beslan,Zaventem,Beslan
Zaventem,Klagenfurt on Lake Wörthersee,Zaventem,Klagenfurt am Wörthersee
Zaventem,Leknes,Zaventem,Leknes
Zaventem,Timişoara,Zaventem,Timişoara
Zaventem,Orio al Serio ,Zaventem,Orio al Serio (BG)
Zaventem,Caselle ,Zaventem,Caselle (VR)
Zaventem,Viviers-du-Lac,Zaventem,Viviers-du-Lac
Zaventem,Rovaniemi,Zaventem,Rovaniemi
Zaventem,Dortmund,Zaventem,Dortmund
Zaventem,Malmö,Zaventem,Malmö
Zaventem,Tours/Val de Loire ,Zaventem,Tours/Val de Loire (Loire Valley)
Zaventem,Bacău,Zaventem,Bacău
Zaventem,Naryan Mar,Zaventem,Naryan Mar
