,route,time
662,"{'KSC', 'PRG'}",75.0
663,"{'KTT', 'HEL'}",86.66666666666667
664,"{'KTT', 'ZRH'}",220.0
665,"{'KTW', 'ALC'}",195.0
666,"{'KTW', 'ATH'}",155.0
667,"{'KTW', 'CTA'}",153.33333333333334
668,"{'KTW', 'LTN'}",147.5
669,"{'KTW', 'MLA'}",167.5
670,"{'KUF', 'LED'}",143.75
671,"{'KUN', 'BGY'}",145.0
672,"{'KUO', 'HEL'}",60.0
673,"{'ATH', 'KVA'}",70.0
674,"{'KVX', 'LED'}",120.0
675,"{'KVX', 'SVO'}",107.5
676,"{'KVX', 'VKO'}",102.5
677,"{'KZN', 'KUF'}",50.0
678,"{'KZN', 'LED'}",135.0
679,"{'KZN', 'SVO'}",105.0
680,"{'KZN', 'VKO'}",105.0
681,"{'LBA', 'ACE'}",270.0
682,"{'LBA', 'ALC'}",167.5
683,"{'LBA', 'AMS'}",80.0
684,"{'LBA', 'CMF'}",120.0
685,"{'LBA', 'FAO'}",182.5
686,"{'LBA', 'KRK'}",152.5
687,"{'LBA', 'POZ'}",130.0
688,"{'LCG', 'MAD'}",76.66666666666667
689,"{'CEE', 'LED'}",55.0
690,"{'MMK', 'LED'}",110.0
691,"{'LEI', 'MAD'}",75.0
692,"{'FUE', 'LEJ'}",295.0
693,"{'LGG', 'AGP'}",190.0
694,"{'AGP', 'LGW'}",170.0
695,"{'BCN', 'LGW'}",135.0
696,"{'JER', 'LGW'}",55.0
697,"{'OTP', 'LGW'}",225.0
698,"{'LHR', 'ABZ'}",95.0
699,"{'LHR', 'AGP'}",185.0
700,"{'LHR', 'AMS'}",85.0
701,"{'LHR', 'ARN'}",160.0
702,"{'LHR', 'ATH'}",245.0
703,"{'LHR', 'BCN'}",145.0
704,"{'LHR', 'BLL'}",110.0
705,"{'LHR', 'BLQ'}",145.0
706,"{'LHR', 'BRU'}",71.66666666666667
707,"{'BSL', 'LHR'}",100.0
708,"{'LHR', 'EDI'}",85.0
709,"{'LHR', 'GIB'}",185.0
710,"{'LHR', 'GLA'}",87.5
711,"{'LHR', 'GNB'}",110.0
712,"{'LHR', 'GOT'}",127.5
713,"{'LHR', 'GVA'}",102.5
714,"{'LHR', 'LIN'}",120.0
715,"{'LIS', 'LHR'}",170.0
716,"{'LHR', 'LYS'}",112.5
717,"{'LHR', 'MAD'}",147.5
718,"{'LHR', 'MLA'}",210.0
719,"{'LHR', 'MXP'}",130.0
720,"{'LHR', 'NCE'}",130.0
721,"{'LHR', 'NCL'}",77.5
722,"{'LHR', 'OSL'}",147.5
723,"{'LHR', 'OTP'}",200.0
724,"{'LHR', 'SZG'}",130.0
725,"{'LHR', 'TLS'}",115.0
726,"{'LHR', 'VIE'}",140.0
727,"{'LHR', 'ZRH'}",107.5
728,"{'LIL', 'GVA'}",80.0
729,"{'LIN', 'AMS'}",115.0
730,"{'LIN', 'BDS'}",95.0
731,"{'LIN', 'BRU'}",85.0
732,"{'LIN', 'CAG'}",82.5
733,"{'LIN', 'CDG'}",95.0
734,"{'LIN', 'CTA'}",115.0
735,"{'LIN', 'HEL'}",185.0
736,"{'LIN', 'MAD'}",145.0
737,"{'LIN', 'MLA'}",110.0
738,"{'LIN', 'MUC'}",70.0
739,"{'LIN', 'REG'}",100.0
740,"{'LIN', 'SUF'}",97.5
741,"{'LIS', 'ALC'}",105.0
742,"{'LIS', 'AMS'}",190.0
743,"{'LIS', 'BCN'}",117.5
744,"{'LIS', 'BGY'}",175.0
745,"{'LIS', 'BOD'}",115.0
746,"{'LIS', 'BRU'}",170.0
747,"{'LIS', 'CDG'}",155.0
748,"{'LIS', 'CGN'}",185.0
749,"{'LIS', 'CIA'}",190.0
750,"{'LIS', 'GVA'}",155.0
751,"{'LIS', 'HEL'}",275.0
752,"{'LIS', 'LGW'}",155.0
753,"{'LHR', 'LIS'}",165.0
754,"{'LIS', 'LUX'}",160.0
755,"{'LIS', 'LYS'}",145.0
756,"{'LIS', 'MAD'}",80.0
757,"{'LIS', 'MLA'}",210.0
758,"{'LIS', 'MUC'}",190.0
759,"{'LIS', 'MXP'}",175.0
760,"{'LIS', 'OPO'}",60.0
761,"{'LIS', 'ORY'}",151.25
762,"{'LIS', 'OSL'}",250.0
763,"{'LIS', 'PDL'}",137.5
764,"{'LIS', 'TER'}",150.0
765,"{'LIS', 'VIE'}",215.0
766,"{'LIS', 'VLC'}",92.5
767,"{'LIS', 'WMI'}",250.0
768,"{'LIS', 'ZRH'}",170.0
769,"{'LLA', 'ARN'}",80.0
770,"{'ALC', 'LPL'}",170.0
771,"{'LPL', 'BCN'}",155.0
772,"{'LPL', 'GDN'}",145.0
773,"{'LPL', 'OTP'}",220.0
774,"{'RVN', 'LPL'}",245.0
775,"{'LTN', 'AGP'}",172.5
776,"{'LTN', 'BCN'}",125.0
777,"{'LTN', 'BFS'}",75.0
778,"{'CLJ', 'LTN'}",185.0
779,"{'LTN', 'EDI'}",75.0
780,"{'LTN', 'GDN'}",140.0
781,"{'LTN', 'GNB'}",107.5
782,"{'LTN', 'GVA'}",105.0
783,"{'LTN', 'IAS'}",205.0
784,"{'LTN', 'OTP'}",207.5
785,"{'LTN', 'PRN'}",202.5
786,"{'LTN', 'SCV'}",195.0
787,"{'LTN', 'TOS'}",225.0
788,"{'LTN', 'VNO'}",167.5
789,"{'LTN', 'WRO'}",127.5
790,"{'LUX', 'AGP'}",162.5
791,"{'LUX', 'BGY'}",75.0
792,"{'LUX', 'FUE'}",245.0
793,"{'LUX', 'OPO'}",152.5
794,"{'LUZ', 'LTN'}",160.0
795,"{'LYS', 'ACE'}",215.0
796,"{'LYS', 'ARN'}",185.0
797,"{'LYS', 'CDG'}",72.5
798,"{'LYS', 'EDI'}",140.0
799,"{'LYS', 'MAD'}",115.0
800,"{'LYS', 'MUC'}",80.0
801,"{'AGP', 'MAD'}",75.0
802,"{'BCN', 'MAD'}",85.0
803,"{'BLQ', 'MAD'}",155.0
804,"{'BOD', 'MAD'}",85.0
805,"{'BRU', 'MAD'}",147.5
806,"{'FUE', 'MAD'}",160.0
807,"{'HAM', 'MAD'}",175.0
808,"{'LGW', 'MAD'}",145.0
809,"{'OPO', 'MAD'}",75.0
810,"{'MAH', 'BCN'}",52.5
811,"{'MAN', 'ACE'}",262.5
812,"{'MAN', 'AGP'}",177.5
813,"{'MAN', 'ALC'}",167.5
814,"{'MAN', 'AMS'}",77.5
815,"{'MAN', 'BCN'}",135.0
816,"{'MAN', 'BFS'}",61.25
817,"{'MAN', 'BHD'}",70.0
818,"{'MAN', 'BUD'}",162.5
819,"{'MAN', 'CDG'}",87.5
820,"{'MAN', 'CGN'}",97.5
821,"{'MAN', 'CIA'}",167.5
822,"{'MAN', 'CMF'}",125.0
823,"{'MAN', 'CPH'}",115.0
824,"{'MAN', 'FNC'}",242.5
825,"{'MAN', 'FRA'}",100.0
826,"{'MAN', 'FUE'}",267.5
827,"{'MAN', 'GNB'}",115.0
828,"{'MAN', 'GVA'}",116.66666666666667
829,"{'MAN', 'HEL'}",172.5
830,"{'MAN', 'IOM'}",50.0
831,"{'MAN', 'KRK'}",150.0
832,"{'MAN', 'LHR'}",62.5
833,"{'MAN', 'LIS'}",167.5
834,"{'MAN', 'MAD'}",155.0
835,"{'MAN', 'MLA'}",211.66666666666666
836,"{'MAN', 'MUC'}",125.0
837,"{'MAN', 'POZ'}",130.0
838,"{'MAN', 'PRG'}",135.0
839,"{'MAN', 'RMU'}",170.0
840,"{'MAN', 'RZE'}",170.0
841,"{'MAN', 'SDR'}",125.0
842,"{'MAN', 'SVQ'}",170.0
843,"{'MAN', 'SZG'}",135.0
844,"{'MAN', 'VCE'}",145.0
845,"{'MAN', 'VRN'}",145.0
846,"{'MAN', 'WRO'}",137.5
847,"{'MCX', 'DME'}",185.0
848,"{'MCX', 'LED'}",200.0
849,"{'MCX', 'SVO'}",195.0
850,"{'MCX', 'VKO'}",167.5
851,"{'MJT', 'ATH'}",60.0
852,"{'MLA', 'BCN'}",135.0
853,"{'MLA', 'BGY'}",120.0
854,"{'MLA', 'BRU'}",180.0
855,"{'MLA', 'CGN'}",170.0
856,"{'MLA', 'CRL'}",172.5
857,"{'MLA', 'CTA'}",48.333333333333336
858,"{'MLA', 'EDI'}",230.0
859,"{'INI', 'MLA'}",110.0
860,"{'MLA', 'LGW'}",195.0
861,"{'MLA', 'MAD'}",175.0
862,"{'MLA', 'MUC'}",145.0
863,"{'MLA', 'OTP'}",140.0
864,"{'MLA', 'PSA'}",100.0
865,"{'MLA', 'ZRH'}",140.0
866,"{'MLN', 'AGP'}",57.5
867,"{'MLN', 'GRX'}",60.0
868,"{'MLN', 'LEI'}",55.0
869,"{'MMX', 'ARN'}",70.0
870,"{'MMX', 'BMA'}",80.0
871,"{'MPL', 'AMS'}",125.0
872,"{'MPL', 'CDG'}",87.5
873,"{'MRS', 'AGP'}",120.0
874,"{'MRS', 'AJA'}",50.0
875,"{'MRS', 'ALC'}",95.0
876,"{'MRS', 'BIA'}",55.0
877,"{'MRS', 'BUD'}",120.0
878,"{'MRS', 'CDG'}",95.0
879,"{'MRS', 'CRL'}",105.0
880,"{'MRS', 'LIS'}",140.0
881,"{'MRS', 'LYS'}",65.0
882,"{'MRS', 'MAD'}",107.5
883,"{'MRS', 'NTE'}",90.0
884,"{'MRS', 'ORY'}",82.5
885,"{'MRS', 'OTP'}",165.0
886,"{'MRV', 'AER'}",62.5
887,"{'MRV', 'CEE'}",210.0
888,"{'MRV', 'CEK'}",192.5
889,"{'MRV', 'DME'}",195.0
890,"{'MRV', 'KLF'}",185.0
891,"{'MRV', 'KUF'}",160.0
892,"{'MRV', 'LED'}",180.0
893,"{'MRV', 'MQF'}",160.0
894,"{'MRV', 'NBC'}",170.0
895,"{'MRV', 'PEE'}",197.5
896,"{'MRV', 'SVO'}",197.5
897,"{'MRV', 'UFA'}",170.0
898,"{'MRV', 'VKO'}",142.5
899,"{'MRV', 'VOG'}",130.0
900,"{'MSQ', 'LED'}",85.0
901,"{'MSQ', 'SVO'}",90.0
902,"{'MSQ', 'VKO'}",85.0
903,"{'MUC', 'AGP'}",180.0
904,"{'ALC', 'MUC'}",155.0
905,"{'ARN', 'MUC'}",135.0
906,"{'MUC', 'BCN'}",125.0
907,"{'MUC', 'BHX'}",115.0
908,"{'MUC', 'BLQ'}",67.5
909,"{'MUC', 'BRU'}",77.5
910,"{'DRS', 'MUC'}",55.0
911,"{'MUC', 'FMO'}",65.0
912,"{'MUC', 'FUE'}",265.0
913,"{'MUC', 'GRZ'}",50.0
914,"{'MUC', 'HAM'}",77.5
915,"{'MUC', 'LGW'}",110.0
916,"{'MUC', 'PRN'}",120.0
917,"{'MUC', 'SKG'}",130.0
918,"{'MUC', 'STR'}",50.0
919,"{'MUC', 'VLC'}",145.0
920,"{'MXP', 'ALC'}",127.5
921,"{'MXP', 'AMS'}",117.5
922,"{'MXP', 'ATH'}",147.5
923,"{'MXP', 'BCM'}",150.0
924,"{'MXP', 'BCN'}",97.5
925,"{'MXP', 'CAG'}",90.0
926,"{'MXP', 'CDG'}",90.0
927,"{'MXP', 'CTA'}",117.5
928,"{'MXP', 'FUE'}",245.0
929,"{'MXP', 'HEL'}",185.0
930,"{'MXP', 'LGW'}",116.25
931,"{'MXP', 'MAD'}",142.5
932,"{'MXP', 'MUC'}",70.0
933,"{'MXP', 'OPO'}",155.0
934,"{'MXP', 'ORY'}",95.0
935,"{'MXP', 'PRN'}",130.0
936,"{'MXP', 'RZE'}",127.5
937,"{'MXP', 'SUF'}",110.0
938,"{'MXP', 'TGD'}",110.0
939,"{'MXP', 'VIE'}",90.0
940,"{'MXP', 'VNO'}",165.0
941,"{'MXP', 'ZRH'}",57.5
942,"{'NAP', 'BCN'}",117.5
943,"{'NAP', 'BGY'}",85.0
944,"{'NAP', 'CRL'}",137.5
945,"{'NAP', 'CTA'}",65.0
946,"{'NAP', 'FCO'}",55.0
947,"{'NAP', 'KRK'}",120.0
948,"{'NAP', 'LIN'}",77.5
949,"{'NAP', 'MXP'}",92.5
950,"{'NAP', 'OTP'}",117.5
951,"{'NAP', 'PMO'}",60.0
952,"{'NAP', 'SOF'}",100.0
953,"{'NAP', 'STN'}",175.0
954,"{'NAP', 'TRS'}",75.0
955,"{'NAP', 'VCE'}",80.0
956,"{'NAP', 'VIE'}",105.0
957,"{'NAP', 'VLC'}",125.0
958,"{'NBC', 'LED'}",145.0
959,"{'NCE', 'BCN'}",80.0
960,"{'NCE', 'BIA'}",50.0
961,"{'NCE', 'CDG'}",96.66666666666667
962,"{'NCE', 'MAD'}",120.0
963,"{'NCE', 'ZRH'}",72.5
964,"{'NCL', 'AGP'}",190.0
965,"{'NCL', 'ALC'}",177.5
966,"{'NCL', 'FUE'}",275.0
967,"{'NNM', 'KZN'}",145.0
968,"{'NOZ', 'SVO'}",287.5
969,"{'NQY', 'LGW'}",80.0
970,"{'NRN', 'AGP'}",182.5
971,"{'NRN', 'SKG'}",170.0
972,"{'NTE', 'ACE'}",195.0
973,"{'NTE', 'AMS'}",92.5
974,"{'NTE', 'FUE'}",200.0
975,"{'NTE', 'GVA'}",82.5
976,"{'NTE', 'MAD'}",100.0
977,"{'NTE', 'MRS'}",90.0
978,"{'NUE', 'SKG'}",145.0
979,"{'NYO', 'OTP'}",175.0
980,"{'OGZ', 'VKO'}",175.0
981,"{'OHD', 'ZRH'}",125.0
982,"{'OLB', 'FCO'}",60.0
983,"{'OLB', 'LIN'}",67.5
984,"{'OMR', 'OTP'}",82.5
985,"{'MAD', 'OPO'}",80.0
986,"{'ORY', 'ACE'}",235.0
987,"{'ORY', 'AGP'}",150.0
988,"{'ORY', 'BCN'}",100.0
989,"{'ORY', 'BIA'}",100.0
990,"{'ORY', 'IVL'}",265.0
991,"{'ORY', 'LDE'}",85.0
992,"{'ORY', 'LGW'}",72.5
993,"{'ORY', 'MAD'}",125.0
994,"{'ORY', 'MLA'}",167.5
995,"{'ORY', 'MPL'}",85.0
996,"{'ORY', 'MXP'}",85.0
997,"{'ORY', 'NCE'}",87.5
998,"{'ORY', 'OPO'}",135.0
999,"{'ORY', 'SOU'}",90.0
1000,"{'ORY', 'TLS'}",75.0
1001,"{'ORY', 'VLC'}",116.66666666666667
1002,"{'OSL', 'AGP'}",250.0
1003,"{'OSL', 'ALC'}",230.0
1004,"{'OSL', 'AMS'}",115.0
1005,"{'OSL', 'ARN'}",72.5
1006,"{'OSL', 'BGO'}",56.25
1007,"{'OSL', 'CDG'}",150.0
1008,"{'OSL', 'GOT'}",55.0
1009,"{'OSL', 'HEL'}",125.0
1010,"{'OSL', 'SVG'}",60.0
1011,"{'OSL', 'TOS'}",117.5
1012,"{'OSL', 'ZRH'}",150.0
1013,"{'OSW', 'SVO'}",160.0
1014,"{'BLL', 'OTP'}",160.0
1015,"{'BLQ', 'OTP'}",125.0
1016,"{'CIA', 'OTP'}",120.0
1017,"{'LGW', 'OTP'}",190.0
1018,"{'OVD', 'ACE'}",160.0
1019,"{'OVD', 'BCN'}",85.0
1020,"{'OVD', 'MAD'}",75.0
1021,"{'OVD', 'NRN'}",132.5
1022,"{'PDL', 'HOR'}",57.5
1023,"{'PDL', 'OPO'}",145.0
1024,"{'PDL', 'SMA'}",30.0
1025,"{'PEE', 'LED'}",146.25
1026,"{'PEE', 'SVO'}",135.0
1027,"{'PEE', 'VKO'}",127.5
1028,"{'PES', 'VKO'}",95.0
1029,"{'PMF', 'CAG'}",80.0
1030,"{'PMO', 'BCN'}",115.0
1031,"{'PMO', 'BGY'}",100.0
1032,"{'PMO', 'BLQ'}",90.0
1033,"{'PMO', 'FCO'}",75.0
1034,"{'PMO', 'FMM'}",117.5
1035,"{'PMO', 'LIN'}",95.0
1036,"{'PMO', 'MAD'}",160.0
1037,"{'PMO', 'MXP'}",105.0
1038,"{'PMO', 'NAP'}",60.0
1039,"{'PMO', 'NUE'}",127.5
1040,"{'PMO', 'PSA'}",80.0
1041,"{'PMO', 'STN'}",190.0
1042,"{'PMO', 'TRN'}",100.0
1043,"{'PMO', 'VCE'}",95.0
1044,"{'PMO', 'VLC'}",127.5
1045,"{'PMO', 'VRN'}",92.5
1046,"{'PNA', 'MAD'}",65.0
1047,"{'PRG', 'AGP'}",200.0
1048,"{'PRG', 'BCN'}",147.5
1049,"{'PRG', 'BGY'}",80.0
1050,"{'PRG', 'CDG'}",105.0
1051,"{'PRG', 'GVA'}",90.0
1052,"{'PRG', 'HEL'}",135.0
1053,"{'PRG', 'MAD'}",185.0
1054,"{'PRN', 'HAM'}",158.75
1055,"{'PRN', 'STR'}",125.0
1056,"{'PSA', 'CRL'}",105.0
1057,"{'PSA', 'MAD'}",145.0
1058,"{'PSA', 'OPO'}",155.0
1059,"{'PSA', 'VLC'}",110.0
1060,"{'BGY', 'PSR'}",75.0
1061,"{'PUY', 'ZRH'}",85.0
1062,"{'PXO', 'FNC'}",25.0
1063,"{'PXO', 'OSL'}",305.0
1064,"{'REN', 'LED'}",172.5
1065,"{'REN', 'SVO'}",141.66666666666666
1066,"{'RIX', 'AMS'}",145.0
1067,"{'RIX', 'ARN'}",70.0
1068,"{'RIX', 'BRS'}",180.0
1069,"{'RIX', 'CPH'}",90.0
1070,"{'RIX', 'GVA'}",165.0
1071,"{'RIX', 'HEL'}",65.0
1072,"{'RIX', 'KTT'}",115.0
1073,"{'RIX', 'LIS'}",270.0
1074,"{'RIX', 'PLQ'}",39.0
1075,"{'RIX', 'STN'}",175.0
1076,"{'RIX', 'SZG'}",132.5
1077,"{'RIX', 'TLL'}",50.0
1078,"{'RIX', 'VIE'}",127.5
1079,"{'RIX', 'VNO'}",48.0
1080,"{'RIX', 'WAW'}",80.0
1081,"{'RTM', 'AGP'}",172.5
1082,"{'RTM', 'ALC'}",150.0
1083,"{'RTM', 'SZG'}",90.0
1084,"{'SBT', 'DME'}",69.0
1085,"{'SBZ', 'LTN'}",182.5
1086,"{'SBZ', 'MUC'}",102.5
1087,"{'SCQ', 'ACE'}",155.0
1088,"{'SCQ', 'MAD'}",72.5
1089,"{'SCQ', 'VLC'}",92.5
1090,"{'OTP', 'SCV'}",70.0
1091,"{'SCW', 'LED'}",115.0
1092,"{'SCW', 'SVO'}",120.0
1093,"{'SCW', 'VKO'}",125.0
1094,"{'SDR', 'MAD'}",70.0
1095,"{'SEN', 'GVA'}",95.0
1096,"{'SIP', 'LED'}",195.0
1097,"{'SJJ', 'CGN'}",115.0
1098,"{'RHO', 'SKG'}",75.0
1099,"{'STR', 'SKG'}",135.0
1100,"{'BOO', 'SKN'}",35.0
1101,"{'SKN', 'TOS'}",40.0
1102,"{'SKP', 'ATH'}",90.0
1103,"{'SKP', 'BEG'}",70.0
1104,"{'SKP', 'BTS'}",92.5
1105,"{'SKP', 'CGN'}",157.5
1106,"{'SKP', 'CPH'}",175.0
1107,"{'SKP', 'EIN'}",155.0
1108,"{'SKP', 'FCO'}",105.0
1109,"{'SKP', 'FKB'}",135.0
1110,"{'SKP', 'FRA'}",145.0
1111,"{'SKP', 'MLA'}",102.5
1112,"{'SKP', 'NYO'}",185.0
1113,"{'SKP', 'ZAG'}",85.0
1114,"{'SKP', 'ZRH'}",130.0
1115,"{'SOF', 'ALC'}",202.5
1116,"{'SOF', 'ATH'}",80.0
1117,"{'SOF', 'BCN'}",175.0
1118,"{'SOF', 'BGY'}",120.0
1119,"{'SOF', 'BRS'}",200.0
1120,"{'SOF', 'CPH'}",185.0
1121,"{'SOF', 'CRL'}",165.0
1122,"{'SOF', 'CTA'}",110.0
1123,"{'SOF', 'EIN'}",155.0
1124,"{'SOF', 'FKB'}",135.0
1125,"{'SOF', 'FMM'}",122.5
1126,"{'SOF', 'LGW'}",195.0
1127,"{'SOF', 'LTN'}",200.0
1128,"{'SOF', 'MAD'}",220.0
1129,"{'SOF', 'MLA'}",112.5
1130,"{'SOF', 'MUC'}",120.0
1131,"{'SOF', 'NAP'}",100.0
1132,"{'SOF', 'NCE'}",130.0
1133,"{'SOF', 'STN'}",200.0
1134,"{'SOF', 'TSF'}",110.0
1135,"{'SOF', 'VAR'}",50.0
1136,"{'SOF', 'VIE'}",95.0
1137,"{'SOF', 'WAW'}",120.0
1138,"{'JER', 'SOU'}",50.0
1139,"{'SPC', 'BCN'}",212.5
1140,"{'SPC', 'MAD'}",170.0
1141,"{'SPU', 'AMS'}",145.0
1142,"{'STN', 'ACE'}",255.0
1143,"{'STN', 'AGP'}",175.0
1144,"{'STN', 'ALC'}",160.0
1145,"{'STN', 'AMS'}",70.0
1146,"{'STN', 'ARN'}",147.5
1147,"{'STN', 'ATH'}",215.0
1148,"{'STN', 'BCN'}",137.5
1149,"{'STN', 'BFS'}",80.0
1150,"{'STN', 'BGY'}",120.0
1151,"{'STN', 'BLL'}",95.0
1152,"{'STN', 'BLQ'}",125.0
1153,"{'STN', 'BOD'}",102.5
1154,"{'STN', 'BTS'}",135.0
1155,"{'STN', 'BUD'}",150.0
1156,"{'STN', 'BZG'}",130.0
1157,"{'STN', 'CGN'}",77.5
1158,"{'STN', 'CIA'}",152.5
1159,"{'STN', 'CMF'}",110.0
1160,"{'STN', 'CTA'}",202.5
1161,"{'STN', 'EDI'}",80.0
1162,"{'STN', 'EIN'}",65.0
1163,"{'STN', 'FAO'}",170.0
1164,"{'STN', 'FUE'}",255.0
1165,"{'STN', 'GDN'}",135.0
1166,"{'STN', 'GNB'}",110.0
1167,"{'STN', 'GOA'}",130.0
1168,"{'STN', 'GOT'}",112.5
1169,"{'STN', 'GVA'}",107.5
1170,"{'STN', 'KRK'}",145.0
1171,"{'STN', 'KTW'}",140.0
1172,"{'STN', 'LCJ'}",140.0
1173,"{'STN', 'LIS'}",165.0
1174,"{'STN', 'MAD'}",155.0
1175,"{'STN', 'MRS'}",120.0
1176,"{'STN', 'MXP'}",117.5
1177,"{'STN', 'NAP'}",155.0
1178,"{'STN', 'NUE'}",100.0
1179,"{'STN', 'OPO'}",147.5
1180,"{'STN', 'OTP'}",195.0
1181,"{'STN', 'POZ'}",125.0
1182,"{'STN', 'PRG'}",115.0
1183,"{'STN', 'PSA'}",132.5
1184,"{'STN', 'RIX'}",155.0
1185,"{'STN', 'SCQ'}",130.0
1186,"{'STN', 'SKG'}",190.0
1187,"{'STN', 'SOF'}",180.0
1188,"{'STN', 'SVQ'}",165.0
1189,"{'STN', 'SZG'}",120.0
1190,"{'STN', 'SZY'}",142.5
1191,"{'STN', 'SZZ'}",115.0
1192,"{'STN', 'TIA'}",185.0
1193,"{'STN', 'TRF'}",120.0
1194,"{'STN', 'TRN'}",117.5
1195,"{'STN', 'TRS'}",130.0
1196,"{'STN', 'VCE'}",120.0
1197,"{'STN', 'VGO'}",130.0
1198,"{'STN', 'VIE'}",135.0
1199,"{'STN', 'VLC'}",155.0
1200,"{'STN', 'VNO'}",175.0
1201,"{'STN', 'VRN'}",122.5
1202,"{'STN', 'WMI'}",135.0
1203,"{'STN', 'WRO'}",125.0
1204,"{'STN', 'ZAG'}",135.0
1205,"{'STN', 'ZAZ'}",132.5
1206,"{'OTP', 'STR'}",145.0
1207,"{'SKG', 'STR'}",150.0
1208,"{'SVG', 'ALC'}",212.5
1209,"{'SVG', 'AMS'}",95.0
1210,"{'SVG', 'BGO'}",40.0
1211,"{'SVG', 'GDN'}",107.5
1212,"{'SVG', 'OSL'}",50.0
1213,"{'SVJ', 'BOO'}",25.0
1214,"{'ARH', 'SVO'}",112.5
1215,"{'SVO', 'CEE'}",55.0
1216,"{'CEK', 'SVO'}",167.5
1217,"{'SVO', 'GRV'}",175.0
1218,"{'IJK', 'SVO'}",135.0
1219,"{'SVO', 'KGD'}",168.33333333333334
1220,"{'KJA', 'SVO'}",317.5
1221,"{'SVO', 'KUF'}",113.75
1222,"{'SVO', 'LED'}",92.5
1223,"{'SVO', 'MMK'}",158.0
1224,"{'SVO', 'MQF'}",152.5
1225,"{'SVO', 'NBC'}",118.33333333333333
1226,"{'SVO', 'STW'}",200.0
1227,"{'SVQ', 'ACE'}",120.0
1228,"{'SVQ', 'BCN'}",100.0
1229,"{'SVQ', 'BGY'}",160.0
1230,"{'SVQ', 'CDG'}",160.0
1231,"{'SVQ', 'CIA'}",160.0
1232,"{'SVQ', 'CTA'}",180.0
1233,"{'SVQ', 'FUE'}",127.5
1234,"{'SVQ', 'MAD'}",67.5
1235,"{'SVQ', 'MAN'}",180.0
1236,"{'SVQ', 'MXP'}",155.0
1237,"{'SVQ', 'NUE'}",185.0
1238,"{'SVQ', 'ORY'}",150.0
1239,"{'SVQ', 'PSA'}",150.0
1240,"{'SVQ', 'STN'}",170.0
1241,"{'SVQ', 'WAW'}",235.0
1242,"{'SZG', 'AMS'}",105.0
1243,"{'SZG', 'ARN'}",127.5
1244,"{'SZG', 'BRS'}",125.0
1245,"{'SZG', 'HAM'}",77.5
1246,"{'SZG', 'HEL'}",150.0
1247,"{'SZG', 'LGW'}",125.0
1248,"{'SZZ', 'OSL'}",90.0
1249,"{'TER', 'PDL'}",42.5
1250,"{'TER', 'PIX'}",35.0
1251,"{'TIA', 'ARN'}",195.0
1252,"{'TIA', 'ATH'}",80.0
1253,"{'TIA', 'BCN'}",170.0
1254,"{'TIA', 'BGY'}",115.0
1255,"{'TIA', 'BLQ'}",100.0
1256,"{'TIA', 'BRI'}",60.0
1257,"{'TIA', 'BVA'}",162.5
1258,"{'TIA', 'CIA'}",87.5
1259,"{'TIA', 'CRL'}",162.5
1260,"{'TIA', 'EDI'}",220.0
1261,"{'TIA', 'FCO'}",90.0
1262,"{'TIA', 'GOA'}",107.5
1263,"{'TIA', 'HAM'}",157.5
1264,"{'TIA', 'HHN'}",147.5
1265,"{'TIA', 'LTN'}",197.5
1266,"{'TIA', 'LYS'}",130.0
1267,"{'TIA', 'MXP'}",122.5
1268,"{'TIA', 'NUE'}",120.0
1269,"{'TIA', 'PEG'}",85.0
1270,"{'TIA', 'PSA'}",102.5
1271,"{'TIA', 'STN'}",185.0
1272,"{'TIA', 'TRS'}",102.5
1273,"{'TIA', 'TSF'}",105.0
1274,"{'TIA', 'VRN'}",110.0
1275,"{'TLL', 'ARN'}",60.0
1276,"{'TLL', 'GVA'}",175.0
1277,"{'TLL', 'HEL'}",35.0
1278,"{'TLL', 'LGW'}",170.0
1279,"{'TLS', 'BOD'}",50.0
1280,"{'TLS', 'MAD'}",85.0
1281,"{'TLS', 'MLA'}",140.0
1282,"{'TLS', 'MUC'}",107.5
1283,"{'TMP', 'AMS'}",150.0
1284,"{'TMP', 'TLL'}",45.0
1285,"{'TOS', 'BGO'}",120.0
1286,"{'TOS', 'GDN'}",172.5
1287,"{'TRD', 'ALC'}",260.0
1288,"{'TRD', 'AMS'}",145.0
1289,"{'TRD', 'BGO'}",65.0
1290,"{'TRD', 'BOO'}",75.0
1291,"{'TRD', 'HEL'}",140.0
1292,"{'TRD', 'OSL'}",57.5
1293,"{'TRF', 'AMS'}",100.0
1294,"{'TRF', 'BGO'}",52.5
1295,"{'TRF', 'WAW'}",110.0
1296,"{'TRF', 'WMI'}",110.0
1297,"{'TRN', 'ARN'}",165.0
1298,"{'TRN', 'BCN'}",85.0
1299,"{'TRN', 'BDS'}",102.5
1300,"{'TRN', 'CAG'}",85.0
1301,"{'TRN', 'CTA'}",115.0
1302,"{'TRN', 'GOT'}",135.0
1303,"{'TRN', 'LGW'}",115.0
1304,"{'TRN', 'MAD'}",140.0
1305,"{'TRN', 'MUC'}",72.5
1306,"{'TRN', 'OTP'}",155.0
1307,"{'TRN', 'SUF'}",107.5
1308,"{'TRN', 'VNO'}",162.5
1309,"{'TSF', 'BVA'}",102.5
1310,"{'TSF', 'CRL'}",97.5
1311,"{'TSF', 'MLA'}",115.0
1312,"{'TSF', 'MRS'}",82.5
