id,ident,type,airport name,latitude_left,longitude_left,elevation_ft,continent,iso_country,iso_region,airport city,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,geometry,index_right,nearest city,latitude_right,longitude_right,country,iso2,admin_name,capital,population,population_proper,distance
4019,LEMD,large_airport,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,1998.0,EU,ES,ES-MD,Madrid,yes,LEMD,MAD,,https://www.aena.es/en/adolfo-suarez-madrid-barajas.html,https://en.wikipedia.org/wiki/Adolfo_Su%C3%A1rez_Madrid%E2%80%93Barajas_Airport,"Leganés, Madrid Barajas International Airport",POINT (-3.56264 40.471926),2882,Torrejón de Ardoz,40.4614,-3.4978,Spain,ES,Madrid,,134733.0,134733.0,0.06568882915686769
4020,LEMG,large_airport,Málaga-Costa del Sol Airport,36.6749,-4.49911,53.0,EU,ES,ES-AN,Málaga,yes,LEMG,AGP,,https://www.aena.es/en/malaga-costa-del-sol.html,https://en.wikipedia.org/wiki/M%C3%A1laga_Airport,"Costa del Sol, Malaga",POINT (-4.49911 36.6749),2835,Málaga,36.7194,-4.42,Spain,ES,Andalusia,minor,967250.0,579076.0,0.09076696590720625
4021,LEMH,medium_airport,Menorca Airport,39.862598,4.21865,302.0,EU,ES,ES-IB,Mahón (Maó),yes,LEMH,MAH,,https://www.aena.es/en/menorca.html,https://en.wikipedia.org/wiki/Menorca_Airport,,POINT (4.21865 39.862598),2840,Palma,39.5667,2.65,Spain,ES,Balearic Islands,admin,550000.0,415940.0,1.5963140195162109
308134,LEMI,medium_airport,Región de Murcia International Airport,37.803,-1.125,644.0,EU,ES,ES-MC,Corvera,yes,LEMI,RMU,,https://www.aena.es/en/internacional-region-de-murcia.html,https://en.wikipedia.org/wiki/Murcia-Corvera_Airport,,POINT (-1.125 37.803),2839,Murcia,37.9861,-1.1303,Spain,ES,Murcia,admin,672773.0,462979.0,0.18317669065686593
4025,LEPP,medium_airport,Pamplona Airport,42.77,-1.64633,1504.0,EU,ES,ES-NC,Pamplona,yes,LEPP,PNA,,https://www.aena.es/en/pamplona.html,https://en.wikipedia.org/wiki/Pamplona_Airport,,POINT (-1.64633 42.77),2860,Pamplona,42.8167,-1.65,Spain,ES,Navarre,admin,203418.0,203418.0,0.04684398467252179
4037,LESO,medium_airport,San Sebastián Airport,43.356499,-1.79061,16.0,EU,ES,ES-PV,Hondarribia,yes,LESO,EAS,,https://www.aena.es/en/san-sebastian.html,https://en.wikipedia.org/wiki/San_Sebasti%C3%A1n_Airport,,POINT (-1.79061 43.356499),2864,Donostia,43.32,-1.98,Spain,ES,Basque Country,minor,188102.0,187849.0,0.19287495716396133
4038,LEST,large_airport,Santiago-Rosalía de Castro Airport,42.896301,-8.41514,1213.0,EU,ES,ES-GA,Santiago de Compostela,yes,LEST,SCQ,,https://www.aena.es/en/santiago-rosalia-de-castro.html,https://en.wikipedia.org/wiki/Santiago_de_Compostela_Airport,,POINT (-8.41514 42.896301),2848,A Coruña,43.3667,-8.3833,Spain,ES,Galicia,minor,245468.0,244700.0,0.47147534909155153
4042,LEVC,medium_airport,Valencia Airport,39.4893,-0.481625,240.0,EU,ES,ES-VC,Valencia,yes,LEVC,VLC,,https://www.aena.es/en/valencia.html,https://en.wikipedia.org/wiki/Valencia_Airport,,POINT (-0.481625 39.4893),2836,Valencia,39.47,-0.3764,Spain,ES,Valencia,admin,792492.0,792492.0,0.10698032821505106
4046,LEVX,medium_airport,Vigo Airport,42.2318,-8.62677,856.0,EU,ES,ES-GA,Vigo,yes,LEVX,VGO,,https://www.aena.es/en/vigo.html,https://en.wikipedia.org/wiki/Vigo-Peinador_Airport,,POINT (-8.62677 42.2318),2845,Vigo,42.2314,-8.7124,Spain,ES,Galicia,,293837.0,292374.0,0.08563093424691813
4047,LEXJ,medium_airport,Seve Ballesteros-Santander Airport,43.427101,-3.82001,16.0,EU,ES,ES-CB,Santander,yes,LEXJ,SDR,,https://www.aena.es/en/seve-ballesteros-santander.html,https://en.wikipedia.org/wiki/Santander_Airport,,POINT (-3.82001 43.427101),2870,Santander,43.4628,-3.805,Spain,ES,Cantabria,admin,172221.0,171693.0,0.03872620173732594
4048,LEZG,medium_airport,Zaragoza Airport,41.666199,-1.04155,863.0,EU,ES,ES-AR,Zaragoza,yes,LEZG,ZAZ,,https://www.aena.es/en/zaragoza.html,https://en.wikipedia.org/wiki/Zaragoza_Airport,,POINT (-1.04155 41.666199),2838,Zaragoza,41.65,-0.8833,Spain,ES,Aragon,admin,675301.0,673010.0,0.1590769313917012
4049,LEZL,medium_airport,Sevilla Airport,37.417999,-5.89311,112.0,EU,ES,ES-AN,Sevilla,yes,LEZL,SVQ,,https://www.aena.es/en/seville.html,https://en.wikipedia.org/wiki/San_Pablo_Airport,,POINT (-5.89311 37.417999),2880,Dos Hermanas,37.2836,-5.9222,Spain,ES,Andalusia,,137561.0,137561.0,0.13751116064160218
4060,LFBD,large_airport,Bordeaux-Mérignac Airport,44.8283,-0.715556,162.0,EU,FR,FR-NAQ,Bordeaux/Mérignac,yes,LFBD,BOD,,https://www.bordeaux.aeroport.fr/,https://en.wikipedia.org/wiki/Bordeaux%E2%80%93M%C3%A9rignac_Airport,,POINT (-0.715556 44.8283),4383,Bordeaux,44.84,-0.58,France,FR,Nouvelle-Aquitaine,admin,260958.0,260958.0,0.136059983595472
4070,LFBO,large_airport,Toulouse-Blagnac Airport,43.629101,1.36382,499.0,EU,FR,FR-OCC,Toulouse/Blagnac,yes,LFBO,TLS,,http://www.toulouse.aeroport.fr/,https://en.wikipedia.org/wiki/Toulouse_Blagnac_International_Airport,,POINT (1.36382 43.629101),4378,Toulouse,43.6045,1.444,France,FR,Occitanie,admin,493465.0,493465.0,0.08386919339662113
4073,LFBT,medium_airport,Tarbes-Lourdes-Pyrénées Airport,43.1786994934082,-0.0064389999024569,1260.0,EU,FR,FR-OCC,Tarbes/Lourdes/Pyrénées,yes,LFBT,LDE,,,https://en.wikipedia.org/wiki/Tarbes-Lourdes-Pyr%C3%A9n%C3%A9es_Airport,,POINT (-0.0064389999024569 43.1786994934082),4378,Toulouse,43.6045,1.444,France,FR,Occitanie,admin,493465.0,493465.0,1.511647896784126
4123,LFKB,medium_airport,Bastia-Poretta Airport,42.55270004272461,9.48373031616211,26.0,EU,FR,FR-COR,Bastia/Poretta,yes,LFKB,BIA,,,https://en.wikipedia.org/wiki/Bastia_-_Poretta_Airport,,POINT (9.48373031616211 42.55270004272461),3123,Livorno,43.5519,10.3083,Italy,IT,Tuscany,minor,158371.0,158371.0,1.295498250914939
4124,LFKC,medium_airport,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,209.0,EU,FR,FR-COR,Calvi/Sainte-Catherine,yes,LFKC,CLY,,,https://en.wikipedia.org/wiki/Calvi_-_Sainte-Catherine_Airport,,POINT (8.7930556 42.5244444),3137,Sassari,40.7267,8.5592,Italy,IT,Sardegna,minor,116641.0,116641.0,1.8128908873351195
4125,LFKF,medium_airport,Figari Sud-Corse Airport,41.500599,9.09778,85.0,EU,FR,FR-COR,Figari Sud-Corse,yes,LFKF,FSC,,,https://en.wikipedia.org/wiki/Figari_Sud-Corse_Airport,,POINT (9.09778 41.500599),3137,Sassari,40.7267,8.5592,Italy,IT,Sardegna,minor,116641.0,116641.0,0.9428616434032088
4126,LFKJ,medium_airport,Ajaccio-Napoléon Bonaparte Airport,41.92359924316406,8.8029203414917,18.0,EU,FR,FR-COR,Ajaccio/Napoléon Bonaparte,yes,LFKJ,AJA,,,https://en.wikipedia.org/wiki/Ajaccio_-_Campo_dell'Oro_Airport,,POINT (8.8029203414917 41.92359924316406),3137,Sassari,40.7267,8.5592,Italy,IT,Sardegna,minor,116641.0,116641.0,1.2214611754548457
4131,LFLB,medium_airport,Chambéry Savoie Mont Blanc Airport,45.6381,5.88023,779.0,EU,FR,FR-ARA,Viviers-du-Lac,yes,LFLB,CMF,,,https://en.wikipedia.org/wiki/Chamb%C3%A9ry_Airport,,POINT (5.88023 45.6381),4402,Annecy,45.916,6.133,France,FR,Auvergne-Rhône-Alpes,minor,130721.0,130721.0,0.3756608615493467
4137,LFLL,large_airport,Lyon Saint-Exupéry Airport,45.725556,5.081111,821.0,EU,FR,FR-ARA,Lyon,yes,LFLL,LYS,,https://www.lyonaeroports.com/,https://en.wikipedia.org/wiki/Saint-Exup%C3%A9ry_International_Airport,,POINT (5.081111 45.725556),4393,Villeurbanne,45.7667,4.8803,France,FR,Auvergne-Rhône-Alpes,,152212.0,152212.0,0.2049826491608501
4142,LFLS,medium_airport,Grenoble-Isère Airport,45.3629,5.32937,1302.0,EU,FR,FR-ARA,Saint-Étienne-de-Saint-Geoirs,yes,LFLS,GNB,,,https://en.wikipedia.org/wiki/Grenoble-Is%C3%A8re_Airport,,POINT (5.32937 45.3629),4390,Grenoble,45.1715,5.7224,France,FR,Auvergne-Rhône-Alpes,minor,158198.0,158198.0,0.4371573411255963
4155,LFML,large_airport,Marseille Provence Airport,43.438088,5.2125,74.0,EU,FR,FR-PAC,Marseille,yes,LFML,MRS,,,https://en.wikipedia.org/wiki/Marseille_Provence_Airport,,POINT (5.2125 43.438088),4376,Marseille,43.2964,5.37,France,FR,Provence-Alpes-Côte d’Azur,admin,870731.0,870731.0,0.2118531079403852
4156,LFMN,large_airport,Nice-Côte d'Azur Airport,43.658401,7.21587,12.0,EU,FR,FR-PAC,Nice,yes,LFMN,NCE,,https://www.nice.aeroport.fr/en,https://en.wikipedia.org/wiki/C%C3%B4te_d'Azur_International_Airport,,POINT (7.21587 43.658401),4379,Nice,43.7034,7.2663,France,FR,Provence-Alpes-Côte d’Azur,minor,342669.0,342669.0,0.06758768305690338
4161,LFMT,medium_airport,Montpellier-Méditerranée Airport,43.57619857788086,3.96301007270813,17.0,EU,FR,FR-OCC,Montpellier/Méditerranée,yes,LFMT,MPL,,,https://en.wikipedia.org/wiki/Montpellier_-_M%C3%A9diterran%C3%A9e_Airport,,POINT (3.96301007270813 43.57619857788086),4381,Montpellier,43.6119,3.8772,France,FR,Occitanie,minor,295542.0,295542.0,0.09294062685125092
4162,LFMU,medium_airport,Béziers-Vias Airport,43.32350158691406,3.353899955749512,56.0,EU,FR,FR-OCC,Béziers/Vias,yes,LFMU,BZR,,,https://en.wikipedia.org/wiki/B%C3%A9ziers-Agde-Vias_Airport,,POINT (3.353899955749512 43.32350158691406),4381,Montpellier,43.6119,3.8772,France,FR,Occitanie,minor,295542.0,295542.0,0.5975086451115573
4169,LFOB,medium_airport,Paris-Beauvais Airport,49.454399,2.11278,359.0,EU,FR,FR-HDF,Tillé,yes,LFOB,BVA,,https://www.aeroportparisbeauvais.com/,https://en.wikipedia.org/wiki/Paris_Beauvais_Till%C3%A9_Airport,Beauvais-Tillé,POINT (2.11278 49.454399),4400,Amiens,49.892,2.299,France,FR,Hauts-de-France,minor,134706.0,134706.0,0.4755759914051599
4179,LFOT,medium_airport,Tours-Val-de-Loire Airport,47.4322013855,0.727605998516,357.0,EU,FR,FR-CVL,Tours/Val de Loire (Loire Valley),yes,LFOT,TUF,,http://www.tours.aeroport.fr/index_en.php,https://en.wikipedia.org/wiki/Tours_Loire_Valley_Airport,,POINT (0.727605998516 47.4322013855),4399,Tours,47.3936,0.6892,France,FR,Centre-Val de Loire,minor,137087.0,137087.0,0.054452618711414866
4185,LFPG,large_airport,Charles de Gaulle International Airport,49.012798,2.55,392.0,EU,FR,FR-IDF,Paris,yes,LFPG,CDG,,http://www.aeroportsdeparis.fr/,https://en.wikipedia.org/wiki/Charles_de_Gaulle_Airport,"PAR, Aéroport Roissy-Charles de Gaulle, Roissy Airport",POINT (2.55 49.012798),4410,Montreuil,48.8611,2.4436,France,FR,Île-de-France,,111240.0,111240.0,0.18529231825415424
4189,LFPO,large_airport,Paris-Orly Airport,48.72333,2.37944,291.0,EU,FR,FR-IDF,Paris,yes,LFPO,ORY,,,https://en.wikipedia.org/wiki/Orly_Airport,,POINT (2.37944 48.72333),4375,Paris,48.8567,2.3522,France,FR,Île-de-France,primary,11060000.0,2148271.0,0.13612337969650856
4202,LFQQ,medium_airport,Lille Airport,50.563332,3.086886,157.0,EU,FR,FR-HDF,Lesquin,yes,LFQQ,LIL,,,https://en.wikipedia.org/wiki/Lille_Airport,Aéroport de Lille. Lille-Lesquin Airport,POINT (3.086886 50.563332),4384,Lille,50.6278,3.0583,France,FR,Hauts-de-France,admin,234475.0,234475.0,0.07052150324546214
4221,LFRS,medium_airport,Nantes Atlantique Airport,47.153198242200006,-1.61073005199,90.0,EU,FR,FR-PDL,Nantes,yes,LFRS,NTE,,,https://en.wikipedia.org/wiki/Nantes_Atlantique_Airport,,POINT (-1.61073005199 47.153198242200006),4380,Nantes,47.2181,-1.5528,France,FR,Pays de la Loire,admin,318808.0,318808.0,0.08699499462091612
4226,LFSB,large_airport,EuroAirport Basel-Mulhouse-Freiburg,47.60068,7.521117,885.0,EU,FR,FR-GES,Saint-Louis,yes,LFSB,BSL,,http://www.euroairport.com/,https://en.wikipedia.org/wiki/EuroAirport_Basel-Mulhouse-Freiburg,"MLH, EAP, LSZM, Bâle, Basle",POINT (7.521117 47.60068),7715,Basel,47.5547,7.5906,Switzerland,CH,Basel-Stadt,admin,177827.0,177827.0,0.08331895155965421
4250,LGAL,medium_airport,Alexandroupoli Democritus Airport,40.8559,25.956301,24.0,EU,GR,GR-A,Alexandroupolis,yes,LGAL,AXD,,,https://en.wikipedia.org/wiki/Alexandroupoli_Airport,,POINT (25.956301 40.8559),6255,Çanakkale,40.1519,26.4056,Turkey,TR,Çanakkale,admin,180823.0,180823.0,0.8351560281773704
4251,LGAV,large_airport,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,308.0,EU,GR,GR-I,Spata-Artemida,yes,LGAV,ATH,,http://www.aia.gr,https://en.wikipedia.org/wiki/Athens_International_Airport,,POINT (23.9445 37.936401),4150,Athens,37.9842,23.7281,Greece,GR,Attikí,primary,3041131.0,664046.0,0.22161611945208437
4255,LGHI,medium_airport,Chios Island National Airport,38.34320068359375,26.140600204467773,15.0,EU,GR,GR-K,Chios Island,yes,LGHI,JKH,,http://www.hcaa-eleng.gr/chios.htm,https://en.wikipedia.org/wiki/Chios_Island_National_Airport,,POINT (26.140600204467773 38.34320068359375),6260,Menemen,38.6,27.0667,Turkey,TR,İzmir,minor,174564.0,174564.0,0.9610445984404425
4257,LGIO,medium_airport,Ioannina King Pyrrhus National Airport,39.6964,20.8225,1558.0,EU,GR,GR-D,Ioannina,yes,LGIO,IOA,,,https://en.wikipedia.org/wiki/Ioannina_National_Airport,,POINT (20.8225 39.6964),4158,Ioánnina,39.6636,20.8522,Greece,GR,Ípeiros,admin,113094.0,113094.0,0.04424850279952469
4264,LGKO,medium_airport,Kos Airport,36.79330062866211,27.091699600219727,412.0,EU,GR,GR-L,Kos Island,yes,LGKO,KGS,,,https://en.wikipedia.org/wiki/Kos_Island_International_Airport,,POINT (27.091699600219727 36.79330062866211),6259,Bodrum,37.0378,27.4242,Turkey,TR,Muğla,minor,175000.0,175000.0,0.4127183766670238
4266,LGKR,medium_airport,Corfu Ioannis Kapodistrias International Airport,39.601898,19.911699,6.0,EU,GR,GR-F,Kerkyra (Corfu),yes,LGKR,CFU,,,https://en.wikipedia.org/wiki/Corfu_International_Airport%2C_%26quot%3BIoannis_Kapodistrias%26quot%3B,Corfu,POINT (19.911699 39.601898),4158,Ioánnina,39.6636,20.8522,Greece,GR,Ípeiros,admin,113094.0,113094.0,0.9425228208404307
4268,LGKV,medium_airport,Kavala Alexander the Great International Airport,40.9133,24.6192,18.0,EU,GR,GR-A,Kavala,yes,LGKV,KVA,,,https://en.wikipedia.org/wiki/Kavala_International_Airport,Megas Alexandros,POINT (24.6192 40.9133),102,Plovdiv,42.15,24.75,Bulgaria,BG,Plovdiv,admin,383540.0,383540.0,1.2435978168202122
4274,LGMK,medium_airport,Mykonos Island National Airport,37.435101,25.348101,405.0,EU,GR,GR-L,Mykonos,yes,LGMK,JMK,,,https://en.wikipedia.org/wiki/Mykonos_Island_National_Airport,,POINT (25.348101 37.435101),4150,Athens,37.9842,23.7281,Greece,GR,Attikí,primary,3041131.0,664046.0,1.7105300207251533
4275,LGMT,medium_airport,Mytilene International Airport,39.057272,26.598887,60.0,EU,GR,GR-K,Mytilene,yes,LGMT,MJT,,,https://en.wikipedia.org/wiki/Mytilene_International_Airport,,POINT (26.598887 39.057272),6327,Bergama,39.1167,27.1833,Turkey,TR,İzmir,minor,103185.0,103185.0,0.5874267969313266
4279,LGRP,medium_airport,Diagoras Airport,36.405399,28.086201,17.0,EU,GR,GR-L,Rhodes,yes,LGRP,RHO,,,https://en.wikipedia.org/wiki/Rhodes_International_Airport%2C_%26quot%3BDiagoras%26quot%3B,,POINT (28.086201 36.405399),6259,Bodrum,37.0378,27.4242,Turkey,TR,Muğla,minor,175000.0,175000.0,0.9155197151356125
4281,LGSA,medium_airport,Chania International Airport,35.5317,24.1497,490.0,EU,GR,GR-M,Souda,yes,LGSA,CHQ,,,https://en.wikipedia.org/wiki/Chania_International_Airport,,POINT (24.1497 35.5317),4153,Irákleio,35.3403,25.1344,Greece,GR,Kríti,admin,211370.0,140730.0,1.0031291292749906
4283,LGSM,medium_airport,Samos Airport,37.689999,26.911699,19.0,EU,GR,GR-K,Samos Island,yes,LGSM,SMI,,,https://en.wikipedia.org/wiki/Samos_International_Airport,,POINT (26.911699 37.689999),6317,Kuşadası,37.8597,27.2597,Turkey,TR,İzmir,minor,113580.0,113580.0,0.3871732498533425
4286,LGSR,medium_airport,Santorini Airport,36.399200439453125,25.47929954528809,127.0,EU,GR,GR-L,Santorini Island,yes,LGSR,JTR,,,https://en.wikipedia.org/wiki/Santorini_(Thira)_National_Airport,,POINT (25.47929954528809 36.399200439453125),4153,Irákleio,35.3403,25.1344,Greece,GR,Kríti,admin,211370.0,140730.0,1.1136542717620914
4287,LGST,medium_airport,Sitia Airport,35.21609878540039,26.101299285888672,376.0,EU,GR,GR-M,Crete Island,yes,LGST,JSH,,,https://en.wikipedia.org/wiki/Sitia_Public_Airport,,POINT (26.101299285888672 35.21609878540039),4153,Irákleio,35.3403,25.1344,Greece,GR,Kríti,admin,211370.0,140730.0,0.9748436647791495
4293,LGTS,large_airport,Thessaloniki Macedonia International Airport,40.51928,22.970009,22.0,EU,GR,GR-B,Thessaloniki,yes,LGTS,SKG,,,https://en.wikipedia.org/wiki/Thessaloniki_International_Airport%2C_%22Macedonia%22,Makedonia. Macedonia. Salonica,POINT (22.970009 40.51928),4151,Thessaloníki,40.6403,22.9347,Greece,GR,Kentrikí Makedonía,admin,824676.0,317778.0,0.12606572048340683
4295,LGZA,medium_airport,Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,12.0,EU,GR,GR-F,Zakynthos,yes,LGZA,ZTH,,https://www.zth-airport.gr,https://en.wikipedia.org/wiki/Zakynthos_International_Airport,Zakinthos,POINT (20.8843 37.7509),4154,Pátra,38.25,21.7333,Greece,GR,Dytikí Elláda,admin,167446.0,167446.0,0.9848359304980697
4296,LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.43018,19.262393,495.0,EU,HU,HU-BU,Budapest,yes,LHBP,BUD,,http://www.bud.hu/english,https://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,"Ferihegyi nemzetközi repülőtér, Budapest Liszt Ferenc international Airport",POINT (19.262393 47.43018),1891,Budapest,47.4925,19.0514,Hungary,HU,Budapest,primary,2997958.0,1706851.0,0.22000415552666114
4297,LHDC,medium_airport,Debrecen International Airport,47.488899,21.615299,359.0,EU,HU,HU-HB,Debrecen,yes,LHDC,DEB,,http://www.airportdebrecen.hu/,https://en.wikipedia.org/wiki/Debrecen_International_Airport,Debreceni nemzetközi repülőtér,POINT (21.615299 47.488899),1892,Debrecen,47.53,21.6392,Hungary,HU,Hajdú-Bihar,admin,328642.0,200974.0,0.04754524163362447
4309,LIBC,medium_airport,Crotone Airport,38.9972,17.0802,522.0,EU,IT,IT-78,Crotone,yes,LIBC,CRV,KR01,http://www.aeroporto.kr.it/cartaservizi_eng.asp,https://en.wikipedia.org/wiki/Crotone_Airport,Sant'Anna Airport,POINT (17.0802 38.9972),3114,Taranto,40.4711,17.2431,Italy,IT,Puglia,minor,198283.0,198283.0,1.4828747823063146
4310,LIBD,large_airport,Bari Karol Wojtyła Airport,41.138901,16.760599,193.0,EU,IT,IT-75,Bari,yes,LIBD,BRI,BA02,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=25,https://en.wikipedia.org/wiki/Bari_Karol_Wojty%C5%82a_Airport,"Bari ""Karol Wojtyla"" International Airport, Palese Macchie Airport, Palese Airport",POINT (16.760599 41.138901),3106,Bari,41.1253,16.8667,Italy,IT,Puglia,admin,323370.0,323370.0,0.10696919837972219
4314,LIBP,medium_airport,Abruzzo Airport,42.431702,14.1811,48.0,EU,IT,IT-65,Pescara,yes,LIBP,PSR,PE01,http://www.abruzzo-airport.it/eng/index.php,https://en.wikipedia.org/wiki/Abruzzo_Airport,"Pescara, Abruzzo Pasquale Liberi International",POINT (14.1811 42.431702),3134,Pescara,42.4643,14.2142,Italy,IT,Abruzzo,minor,119217.0,119217.0,0.046456857448604484
4315,LIBR,large_airport,Brindisi Airport,40.6576,17.947001,47.0,EU,IT,IT-75,Brindisi,yes,LIBR,BDS,BR03,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=29,https://en.wikipedia.org/wiki/Brindisi_Airport,"Brindisi Papola Casale Airport, Brindisi Salento Airport, Brindisi Casale Antonio Papolo Airport, Salento Airport",POINT (17.947001 40.6576),3114,Taranto,40.4711,17.2431,Italy,IT,Puglia,minor,198283.0,198283.0,0.7281887583593992
4317,LICA,medium_airport,Lamezia Terme Airport,38.905399,16.2423,39.0,EU,IT,IT-78,Lamezia Terme (CZ),yes,LICA,SUF,CZ02,,https://en.wikipedia.org/wiki/Lamezia_Terme_International_Airport,,POINT (16.2423 38.905399),3119,Reggio di Calabria,38.1144,15.65,Italy,IT,Calabria,minor,181447.0,181447.0,0.9881794917933678
4318,LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,39.0,EU,IT,IT-82,Catania,yes,LICC,CTA,CT03,http://www.aeroporto.catania.it/,https://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport,"Lanza Di Trabie, Catania-Fontanarossa Vincenzo Bellini",POINT (15.0664 37.466801),3107,Catania,37.5,15.0903,Italy,IT,Sicilia,minor,311584.0,311584.0,0.04090701163615095
4321,LICJ,large_airport,Falcone–Borsellino Airport,38.175999,13.091,65.0,EU,IT,IT-82,Palermo,yes,LICJ,PMO,PA03,http://www.gesap.it/index.php,https://en.wikipedia.org/wiki/Falcone%E2%80%93Borsellino_Airport,"Palermo Airport, Punta Raisi Airport",POINT (13.091 38.175999),3102,Palermo,38.1157,13.3613,Italy,IT,Sicilia,admin,668405.0,668405.0,0.27694414491193065
4323,LICR,medium_airport,Reggio Calabria Airport,38.071201,15.6516,96.0,EU,IT,IT-78,Reggio Calabria,yes,LICR,REG,RC01,,https://en.wikipedia.org/wiki/Reggio_Calabria_Airport,Tito Minniti,POINT (15.6516 38.071201),3119,Reggio di Calabria,38.1144,15.65,Italy,IT,Calabria,minor,181447.0,181447.0,0.04322862016072354
4330,LIEA,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,87.0,EU,IT,IT-88,Alghero,yes,LIEA,AHO,SS02,http://www.aeroportodialghero.it/home_en.asp,https://en.wikipedia.org/wiki/Alghero-Fertilia_Airport,"Alghero Airport, Sardinia, Alghero - Riviera del Corallo Airport",POINT (8.29077 40.632099),3137,Sassari,40.7267,8.5592,Italy,IT,Sardegna,minor,116641.0,116641.0,0.2846120413844099
4332,LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,13.0,EU,IT,IT-88,Cagliari,yes,LIEE,CAG,CA07,http://www.cagliariairport.it/en/,https://en.wikipedia.org/wiki/Cagliari_Elmas_Airport,"Cagliari Airport,Elmas",POINT (9.05428 39.251499),3124,Cagliari,39.2278,9.1111,Italy,IT,Sardegna,admin,154106.0,154106.0,0.061564234755254105
4333,LIEO,medium_airport,Olbia Costa Smeralda Airport,40.898701,9.51763,37.0,EU,IT,IT-88,Olbia (SS),yes,LIEO,OLB,SS03,,https://en.wikipedia.org/wiki/Olbia_Costa_Smeralda_Airport,,POINT (9.51763 40.898701),3137,Sassari,40.7267,8.5592,Italy,IT,Sardegna,minor,116641.0,116641.0,0.9737414486921054
4340,LIMC,large_airport,Milan Malpensa International Airport,45.6306,8.72811,768.0,EU,IT,IT-25,Ferno (VA),yes,LIMC,MXP,MI12,http://www.sea-aeroportimilano.it/en/malpensa/index.phtml,https://en.wikipedia.org/wiki/Malpensa_Airport,MIL,POINT (8.72811 45.6306),3141,Novara,45.45,8.6167,Italy,IT,Piedmont,minor,104183.0,104183.0,0.2121993122043501
4341,LIME,large_airport,Milan Bergamo Airport / Antonio Locatelli Air Base,45.670725,9.709223,782.0,EU,IT,IT-25,Orio al Serio (BG),yes,LIME,BGY,BG01,http://www.sacbo.it/,https://en.wikipedia.org/wiki/Orio_al_Serio_International_Airport,"Bergamo Orio al Serio Airport, Il Caravaggio International Airport",POINT (9.709223 45.670725),3133,Bergamo,45.695,9.67,Italy,IT,Lombardy,minor,120923.0,120923.0,0.04612720839157867
4342,LIMF,large_airport,Turin Airport,45.200802,7.64963,989.0,EU,IT,IT-21,Caselle Torinese (TO),yes,LIMF,TRN,TO11,http://www.aeroportoditorino.it/,https://en.wikipedia.org/wiki/Turin_International_Airport,"Torino-Caselle Airport, Sandro Pertini Airport, Turin-Caselle Airport",POINT (7.64963 45.200802),3101,Turin,45.0792,7.6761,Italy,IT,Piedmont,admin,870952.0,870952.0,0.1244496175325609
4344,LIMJ,medium_airport,Genoa Cristoforo Colombo Airport,44.412039,8.840732,13.0,EU,IT,IT-42,Genova (GE),yes,LIMJ,GOA,GE01,http://www.aeroportodigenova.com/en/home/index.php,https://en.wikipedia.org/wiki/Genoa_Cristoforo_Colombo_Airport,"Genova Sestri, Sestri Cristoforo Colombo Airport, Cristoforo Colombo Airport",POINT (8.840732 44.412039),3103,Genoa,44.4111,8.9328,Italy,IT,Liguria,admin,580097.0,580097.0,0.09207278829817317
4345,LIML,medium_airport,Milano Linate Airport,45.445099,9.27674,353.0,EU,IT,IT-25,Segrate (MI),yes,LIML,LIN,MI11,http://www.sea-aeroportimilano.it/en/,https://en.wikipedia.org/wiki/Linate_Airport,E Forlanini,POINT (9.27674 45.445099),3099,Milan,45.4669,9.19,Italy,IT,Lombardy,admin,1366180.0,1366180.0,0.08943775042452866
4347,LIMP,medium_airport,Parma Airport,44.826351,10.29705,161.0,EU,IT,IT-45,Parma (PR),yes,LIMP,PMF,PR03,,https://en.wikipedia.org/wiki/Parma_Airport,,POINT (10.29705 44.826351),3116,Parma,44.8015,10.328,Italy,IT,Emilia-Romagna,minor,195687.0,195687.0,0.039692249885842905
4352,LIPB,medium_airport,Bolzano Airport,46.460201,11.3264,789.0,EU,IT,IT-32,Bolzano (BZ),yes,LIPB,BZO,BZ01,http://www.abd-airport.it/en/home.htm,https://en.wikipedia.org/wiki/Bolzano_Airport,G Sabelli,POINT (11.3264 46.460201),3140,Bolzano,46.4981,11.3548,Italy,IT,Trentino-Alto Adige,minor,107317.0,107317.0,0.04735920397346436
