departure city,arrival city
Bucharest,Aarhus
Craiova,Bologna
Trondheim,Trondheim
Trondheim,Trondheim
Pécs,Gothenburg
Barcelona,Bordeaux
Bournemouth,Málaga
Trondheim,Trondheim
Trondheim,Trondheim
Bremen,Munich
Bari,Bergamo
