departure city,arrival city
Zemun,Khimki
Zemun,Kamëz
Zemun,Kamëz
Zemun,Vienna
Zemun,Warsaw
Zemun,Zürich
Belfast,Alicante
Belfast,Solihull
Belfast,Aberdeen
Belfast,Geneva
León,Aves
Málaga,Bergen
Bergamo,Málaga
Alicante,Bergamo
Uppsala,Bergamo
Bergamo,Barcelona
Bristol,Bergamo
Amiens,Bergamo
Bergamo,Cagliari
Bergamo,Charleroi
Bergamo,Iaşi
Bergamo,Maia
Bergamo,Bucharest
Giugliano in Campania,Bergamo
Bergamo,Reggio di Calabria
Bergamo,Valencia
Belfast,Hoofddorp
Belfast,Solihull
Belfast,Croydon
Belfast,Harrow
Belfast,Liverpool
Belfast,Sale
Solihull,Málaga
Solihull,Barcelona
Solihull,Craiova
Solihull,Las Palmas
Solihull,Maia
Solihull,Bucharest
Solihull,Poznań
Solihull,Valencia
Bilbao,Las Palmas
Bilbao,Hoofddorp
Bilbao,Barcelona
Bilbao,Paris
Bilbao,Las Palmas
Bilbao,Croydon
Bilbao,Torrejón de Ardoz
Bilbao,Munich
Bilbao,Maia
Gdynia,Aarhus
Bucharest,Aarhus
Craiova,Bologna
Trondheim,Trondheim
Trondheim,Trondheim
Pécs,Gothenburg
Barcelona,Bordeaux
Bournemouth,Málaga
Trondheim,Trondheim
Trondheim,Trondheim
Bremen,Munich
Bari,Bergamo
Bari,Budapest
Bari,Charleroi
Bari,Rome
Bari,Milan
Bari,Siracusa
Bari,Milan
Bari,Bucharest
Bari,Kamëz
Bari,Turin
Bari,Venice
Bari,Verona
Bari,Warsaw
Bristol,Málaga
Alicante,Bristol
Bristol,Barcelona
Bergamo,Bristol
Bristol,Las Palmas
Grenoble,Bristol
Bristol,Maia
Bristol,Poznań
Málaga,Brussels
Barcelona,Brussels
Basel,Las Palmas
Basel,Hoofddorp
Basel,Paris
Basel,Catania
Basel,Las Palmas
Basel,Munich
Basel,Bucharest
Basel,Pristina
Basel,Reggio di Calabria
Bratislava,Kaunas
Bratislava,Luton
Budapest,Málaga
Budapest,Uppsala
Budapest,Athens
Budapest,Barcelona
Budapest,Bergamo
Budapest,Solihull
Budapest,Bologna
Budapest,Bristol
Budapest,Rome
Budapest,Charleroi
Budapest,Catania
Budapest,Vantaa
Budapest,Harrow
Budapest,Luton
Budapest,Torrejón de Ardoz
Budapest,Siracusa
Budapest,Marseille
Budapest,Milan
Budapest,Prague
Budapest,Warsaw
Amiens,Barcelona
Bergamo,Amiens
Amiens,Maia
Bydgoszcz,Luton
Innsbruck,Aarhus
Montpellier,Charleroi
Paris,Málaga
Uppsala,Paris
Paris,Barcelona
Paris,Solihull
Paris,Bologna
Paris,Bordeaux
Paris,Brussels
Paris,Gothenburg
Vantaa,Paris
Munich,Paris
Paris,Bucharest
Oulu,Paris
Castellón de la Plana,Nijmegen
Saint Petersburg,Cherepovets
Chelyabinsk,Saint Petersburg
Khimki,Chelyabinsk
Chelyabinsk,Odintsovo
Vlorë,Athens
Bonn,Málaga
Bonn,Las Palmas
Bonn,Munich
Varna,Bonn
Irákleio,Athens
Charleroi,Rome
Bucharest,Rome
Cluj-Napoca,Bergamo
Cluj-Napoca,Rome
Luton,Cluj-Napoca
Cluj-Napoca,Bucharest
Livorno,Nice
Annecy,Solihull
Copenhagen,Aarhus
Copenhagen,Aarhus
