departure city,arrival city
Sale,Grenoble
Sale,Geneva
Sale,Vantaa
Sale,Belfast
Sale,Kraków
Sale,Harrow
Sale,Odivelas
Sale,Torrejón de Ardoz
Sale,Siracusa
Sale,Munich
Sale,Poznań
Sale,Prague
Sale,Murcia
Sale,Rzeszów
Sale,Santander
Sale,Dos Hermanas
Sale,Salzburg
Sale,Venice
Sale,Verona
Sale,Wrocław
Kaspiysk,Domodedovo
Kaspiysk,Saint Petersburg
Kaspiysk,Khimki
Kaspiysk,Odintsovo
Menemen,Athens
Siracusa,Barcelona
Siracusa,Bergamo
Siracusa,Brussels
Siracusa,Bonn
Siracusa,Charleroi
Siracusa,Catania
Siracusa,Aberdeen
Niš,Siracusa
Siracusa,Croydon
Siracusa,Torrejón de Ardoz
Siracusa,Munich
Siracusa,Bucharest
Siracusa,Livorno
Siracusa,Zürich
Almería,Málaga
Almería,Granada
Almería,Almería
Malmö,Uppsala
Malmö,Stockholm
Montpellier,Hoofddorp
Montpellier,Paris
Marseille,Málaga
Marseille,Livorno
Marseille,Alicante
Marseille,Livorno
Marseille,Budapest
Marseille,Paris
Marseille,Charleroi
Marseille,Odivelas
Marseille,Villeurbanne
Marseille,Torrejón de Ardoz
Marseille,Nantes
Marseille,Paris
Marseille,Bucharest
Pyatigorsk,Sochi
Pyatigorsk,Cherepovets
Pyatigorsk,Chelyabinsk
Pyatigorsk,Domodedovo
Pyatigorsk,Kaluga
Pyatigorsk,Samara
Pyatigorsk,Saint Petersburg
Pyatigorsk,Magnitogorsk
Pyatigorsk,Naberezhnyye Chelny
Pyatigorsk,Perm
Pyatigorsk,Khimki
Pyatigorsk,Ufa
Pyatigorsk,Odintsovo
Pyatigorsk,Volgograd
