departure city,arrival city,transit_distance [m],transit_time [s]
Ponta Delgada,Porto,-1,-1
Livorno,Porto,-1,-1
London,Porto,2960953,123240
Riga,Vienna,1567078,100078
Sofia,Vienna,1277207,94920
London,Vienna,1542084,49140
Venice,Vienna,597937,27180
Palermo,Verona,1410027,74240
London,Verona,2051603,71580
Tirana,Verona,1022914,78050
Riga,Copenhagen,-1,-1
Skopje,Copenhagen,2613540,146941
Sofia,Copenhagen,2241343,152100
Riga,Bristol,2519928,190763
Sofia,Bristol,2625475,133920
Salzburg,Bristol,1756341,51120
Ródos,Thessaloníki,-1,-1
Stuttgart,Thessaloníki,2689825,163000
London,Thessaloníki,3909981,202420
Pristina,Stuttgart,1830172,121678
Bucharest,Stuttgart,1885241,90180
Thessaloníki,Stuttgart,1906513,136829
Pristina,Hamburg,2369753,145738
Salzburg,Hamburg,1078575,29460
Tirana,Hamburg,2294303,132290
Riga,Salzburg,1740945,132272
Rotterdam,Salzburg,1006432,35040
London,Salzburg,1391550,45720
Skopje,Eindhoven,2082146,132961
Sofia,Eindhoven,1967293,114060
London,Eindhoven,621063,16020
Riga,Vilnius,-1,-1
London,Vilnius,2237738,111943
Turin,Vilnius,2400440,123010
Palermo,Naples,639921,33162
Sofia,Naples,-1,-1
London,Naples,2126905,84502
Tirana,Amiens,2179029,146750
Venice,Amiens,1409472,51900
Timişoara,Amiens,2063734,98867
Palermo,Bologna,1167056,46220
London,Bologna,2057008,70860
Tirana,Bologna,915512,73070
Oslo,Gothenburg,394048,12660
London,Gothenburg,1874870,72960
Turin,Gothenburg,2184980,103570
London,Gdańsk,1800173,76830
Sandnes,Gdańsk,1865220,122490
Tromsø,Gdańsk,-1,-1
Skopje,Bratislava,952595,76201
London,Bratislava,1623451,57605
Skopje,Cologne,1884401,123481
London,Cologne,598095,17760
Skopje,Karlsruhe,1851824,104129
Sofia,Karlsruhe,1783512,104700
London,Genoa,1659653,49080
Tirana,Genoa,1258239,85610
Skopje,Bistrica ob Sotli,808694,118621
London,Bistrica ob Sotli,1909308,85980
London,Dunfermline,664753,20580
Tirana,Dunfermline,-1,-1
London,Bordeaux,1064308,22560
Toulouse,Bordeaux,414063,7740
Palermo,Turin,1536046,79103
London,Turin,1230015,40743
Sandnes,Oslo,570203,26640
Szczecin,Oslo,1522470,89040
Riga,Tallinn,440569,36360
Tampere,Tallinn,273126,17340
Palermo,Ulm,2018676,89300
Sofia,Ulm,2238433,132240
Paris,Nice,971158,20700
Sofia,Nice,-1,-1
London,Tirana,2742829,159039
Venice,Tirana,986692,69459
London,Marseille,1259661,24370
Venice,Marseille,-1,-1
Parma,Cagliari,914342,66780
Turin,Cagliari,1177415,69970
Oslo,Zürich,2192919,92760
Skopje,Zürich,1580740,131701
London,Sofia,2872029,120720
Venice,Sofia,1155856,90240
Riga,Lisbon,4602317,221760
London,Lisbon,2949226,119580
London,Trieste,1888660,74040
Tirana,Trieste,1207465,85610
Moscow,Cherepovets,-1,-1
London,Tønsberg,-1,-1
London,Vigo,2609936,96900
London,Wrocław,1539820,67440
London,Szczecin,1389295,52345
London,Zaragoza,1917334,73560
London,Szczytno,2028097,86029
Paris,Montpellier,736352,12540
Tirana,Bari,279550,50570
Moscow,Groznyy,3147441,126600
Moscow,Kaliningrad,1635362,71580
Moscow,Samara,1569205,52860
Moscow,Murmansk,3482022,114060
Moscow,Magnitogorsk,2461654,171240
Moscow,Naberezhnyye Chelny,1752803,115860
Moscow,Stavropol,-1,-1
Sevilla,Manchester,3167377,103380
Tirana,Koblenz,1919062,125030
Tirana,Lyon,1602482,134690
Tirana,Perugia,909473,80450
Turin,Cosenza,1196467,38805
Ufa,Sochi,5760985,180660
London,Sevilla,2693802,89400
Skopje,Belgrade,366459,29701
London,Santiago de Compostela,2694460,90240
Sofia,Varna,540979,31325
Paris,Portsmouth,627645,17400
Paris,Toulouse,823567,17640
Oslo,Sandnes,570308,29220
Oslo,Tromsø,2259408,113091
Gijón,Mönchengladbach,2061790,92460
Palermo,Milan,1392426,51440
Monza,Pescara,574397,17580
Riga,Klaipėda,401758,26783
Bucharest,Botoşani,-1,-1
Skopje,Frankfurt,1936144,107701
Skopje,Nyköping,3134842,167341
London,Belfast,723348,51140
London,Riga,2454750,115138
London,Kolding,1447415,52860
London,Budapest,1823801,78180
London,Bydgoszcz,1585361,67500
London,Annecy,1097122,29700
London,Faro,2850963,103348
London,Grenoble,1063357,23460
London,Kraków,1963252,75240
London,Katowice,1920927,73860
London,Łódź,1697364,74220
London,Poznań,1433787,52740
London,Prague,1723653,53580
Ufa,Krasnoyarsk,4316816,162060
