departure city,arrival city,transit_distance [m],transit_time [s]
Sofia,Catania,-1,-1
Romford,Catania,2568137,110502
Milan,Athens,2203088,121140
Skopje,Athens,-1,-1
Sofia,Athens,810282,43846
Romford,Athens,3499312,200326
Paris,Siracusa,2214500,82320
Skopje,Siracusa,-1,-1
Sofia,Siracusa,-1,-1
Munich,Bologna,546693,26100
Palermo,Bologna,1199341,46220
Romford,Bologna,1504856,66720
Skopje,Eindhoven,2091086,132961
Sofia,Eindhoven,2084072,106860
Romford,Eindhoven,645259,19080
Riga,Copenhagen,2151985,117452
Skopje,Copenhagen,2622608,146941
Sofia,Copenhagen,2262207,120840
Oslo,Uppsala,635540,22380
Riga,Uppsala,975934,91071
Romford,Uppsala,2232578,110940
Naples,Charleroi,2017093,69748
Livorno,Charleroi,1601265,57600
Sofia,Charleroi,2209512,109740
Palermo,Naples,639921,33702
Sofia,Naples,-1,-1
Romford,Naples,2074440,79702
Riga,Salzburg,1766006,89732
Rotterdam,Salzburg,1078237,44100
Romford,Salzburg,1478576,62760
Novi Sad,Bonn,1657241,72540
Skopje,Bonn,2117612,117541
Romford,Bonn,636855,39300
La Laguna,La Laguna,-1,-1
La Laguna,La Laguna,-1,-1
La Laguna,La Laguna,-1,-1
Oslo,Gothenburg,394057,12840
Romford,Gothenburg,1825670,96300
Skopje,Strasbourg,1925821,118201
Sofia,Strasbourg,1789039,96000
Skopje,Bratislava,915680,74281
Romford,Bratislava,1621386,73560
Riga,Warsaw,796496,49052
Sofia,Warsaw,1686008,89940
Sibiu,Luton,-1,-1
Sofia,Luton,-1,-1
Palermo,Ulm,1763793,83660
Sofia,Ulm,1478274,86520
Riga,Bristol,2814454,133652
Sofia,Bristol,-1,-1
Riga,Odivelas,4852892,198872
Romford,Odivelas,2374800,89460
Palermo,Nuremberg,1786289,82040
Romford,Nuremberg,1027341,34080
Palermo,Turin,1534832,57288
Romford,Turin,1439675,67443
La Laguna,Oslo,-1,-1
Romford,Oslo,2074411,109800
Paris,Nice,943507,39660
Sofia,Nice,1757577,101400
Paris,Southampton,525599,38580
Rennes,Southampton,949650,39120
Milan,Cagliari,1033905,64800
Parma,Cagliari,914342,66780
Paris,Toulouse,756050,33960
Paris,Toulouse,756050,33960
Munich,Pristina,1262074,97529
Milan,Pristina,1321529,99389
Munich,Hamburg,957480,36540
Pristina,Hamburg,2372666,146028
Munich,Graz,424433,18900
Skopje,Graz,938256,76801
Milan,Kamëz,-1,-1
Romford,Kamëz,-1,-1
Milan,Vilnius,2183677,107863
Riga,Vilnius,296757,20115
Munich,Stuttgart,293719,8100
Pristina,Stuttgart,1824202,121968
Naples,Kraków,1855053,75149
Romford,Kraków,1801898,86040
Naples,Sofia,-1,-1
Romford,Sofia,2699317,116880
Naples,Trieste,899130,35248
Romford,Trieste,1688124,78900
Nantes,Marseille,1149919,37598
Romford,Marseille,-1,-1
Romford,Bydgoszcz,1590929,59880
Romford,Budapest,2034613,81000
Romford,Annecy,986717,46680
Romford,Bordeaux,982097,42120
Romford,Aberdeen,908981,45420
Romford,Aarhus,1363269,72352
Romford,Huelva,2810510,107820
Romford,Gdynia,1868360,77040
Paris,Montpellier,616401,36900
Romford,Grenoble,1094211,32206
Romford,Genoa,1430835,69120
Sofia,Varna,460514,35089
Romford,Sosnowiec,1733910,85740
Romford,Łódź,1648804,81204
Romford,Poznań,1439383,50880
Romford,Prague,1390925,50820
Romford,Riga,2455082,117286
Romford,A Coruña,-1,-1
Romford,Dos Hermanas,2619762,90362
Romford,Olsztyn,1974644,83760
Romford,Szczecin,1325960,70868
Romford,Belfast,904563,56400
Skopje,Zemun,377911,33533
Skopje,Norrköping,3084559,164161
Milan,Rzeszów,1547117,80220
Syktyvkar,Kazan,-1,-1
Oslo,Bergen,482196,23700
Oslo,Stavanger,584900,27600
Oviedo,Nijmegen,1630005,58380
Naples,Palermo,720943,36554
Palermo,Verona,1312964,50720
Bergamo,Giugliano in Campania,858451,36853
Milan,Reggio di Calabria,1200438,32640
Milan,Bacău,-1,-1
Skopje,Frankfurt,1936144,107701
Riga,Klaipėda,399125,32372
Riga,Tallinn,319373,20492
Surgut,Domodedovo,-1,-1
Bucharest,Chernivtsi,524042,35214
Trondheim,Trondheim,-1,-1
Munich,Münster,832795,28440
Munich,Brussels,814704,37140
Munich,Solihull,1486514,48240
Romford,Vigo,-1,-1
