departure city,arrival city
London,Bordeaux
London,Bratislava
London,Budapest
London,Bydgoszcz
London,Cologne
London,Rome
London,Annecy
London,Catania
London,Dunfermline
London,Eindhoven
London,Faro
London,Gdańsk
London,Grenoble
London,Genoa
London,Gothenburg
London,Geneva
London,Kraków
London,Katowice
London,Łódź
London,Lisbon
London,Madrid
London,Marseille
London,Novara
London,Naples
London,Nuremberg
London,Porto
London,Bucharest
London,Poznań
London,Prague
London,Livorno
London,Riga
London,Santiago de Compostela
London,Thessaloníki
London,Sofia
London,Sevilla
London,Salzburg
London,Szczytno
London,Szczecin
London,Tirana
London,Tønsberg
London,Turin
London,Trieste
London,Venice
London,Vigo
London,Vienna
London,Valencia
London,Vilnius
London,Verona
London,Warsaw
London,Wrocław
London,Bistrica ob Sotli
London,Zaragoza
Bucharest,Stuttgart
Thessaloníki,Stuttgart
Sandnes,Alicante
Sandnes,Amsterdam
Sandnes,Bergen
Sandnes,Gdańsk
Sandnes,Oslo
Arkhangelsk,Moscow
Moscow,Cherepovets
Chelyabinsk,Moscow
Moscow,Groznyy
Izhevsk,Moscow
Moscow,Kaliningrad
Krasnoyarsk,Moscow
Moscow,Samara
Moscow,Saint Petersburg
Moscow,Murmansk
Moscow,Magnitogorsk
Moscow,Naberezhnyye Chelny
Moscow,Stavropol
Sevilla,Arrecife
Sevilla,Barcelona
Sevilla,Monza
Sevilla,Paris
Sevilla,Rome
Sevilla,Catania
Sevilla,Madrid
Sevilla,Manchester
Sevilla,Novara
Sevilla,Nuremberg
Sevilla,Paris
Sevilla,Livorno
Sevilla,London
Sevilla,Warsaw
Salzburg,Amsterdam
Salzburg,Stockholm
Salzburg,Bristol
Salzburg,Hamburg
Salzburg,Helsinki
Salzburg,London
Szczecin,Oslo
Tirana,Stockholm
Tirana,Athens
Tirana,Barcelona
Tirana,Monza
Tirana,Bologna
Tirana,Bari
Tirana,Amiens
Tirana,Rome
Tirana,Brussels
Tirana,Dunfermline
Tirana,Rome
Tirana,Genoa
Tirana,Hamburg
Tirana,Koblenz
Tirana,London
Tirana,Lyon
Tirana,Novara
Tirana,Nuremberg
Tirana,Perugia
Tirana,Livorno
Tirana,London
Tirana,Trieste
Tirana,Venice
Tirana,Verona
Tallinn,Stockholm
Tallinn,Geneva
Tallinn,Helsinki
Tallinn,London
Toulouse,Bordeaux
Toulouse,Madrid
Toulouse,Munich
Tampere,Amsterdam
Tampere,Tallinn
Tromsø,Bergen
Tromsø,Gdańsk
Tønsberg,Amsterdam
Tønsberg,Bergen
Tønsberg,Warsaw
Tønsberg,Warsaw
Turin,Stockholm
Turin,Barcelona
Turin,Cagliari
Turin,Catania
Turin,Gothenburg
Turin,London
Turin,Madrid
Turin,Munich
Turin,Bucharest
Turin,Cosenza
Turin,Vilnius
Venice,Amiens
Venice,Brussels
Venice,Marseille
Venice,Bucharest
Venice,Sofia
Venice,Tirana
Venice,Vienna
Venice,Valencia
Timişoara,Monza
Timişoara,Amiens
Timişoara,Bucharest
Tours,London
Ufa,Sochi
Ufa,Moscow
Ufa,Krasnoyarsk
