departure city,arrival city
Rome,Genoa
Rome,Chisinau
Rome,London
Rome,London
Rome,Milan
Rome,Lisbon
Rome,Lyon
Rome,Madrid
Rome,Marseille
Rome,Munich
Rome,Nice
Rome,Paris
Rome,Bucharest
Rome,Palermo
Rome,Poznań
Rome,Prague
Rome,Radom
Rome,Botoşani
Rome,Cosenza
Rome,Tirana
Rome,Turin
Rome,Trieste
Rome,Vienna
Rome,Valencia
Rome,Verona
Rome,Warsaw
Rome,Zürich
Karlsruhe,Alicante
Karlsruhe,Porto
Florence,Paris
Florence,London
Florence,Madrid
Florence,Munich
Ulm,Cluj-Napoca
Ulm,Porto
Ulm,Bucharest
Ulm,Banja Koviljača
Funchal,Amsterdam
Funchal,Bristol
Funchal,Freiburg im Breisgau
Funchal,Budapest
Funchal,Katowice
Funchal,Lisbon
Funchal,Madrid
Funchal,Porto
Funchal,Paris
Frankfurt,Arrecife
Frankfurt,Málaga
Frankfurt,Alicante
Frankfurt,Amsterdam
Frankfurt,Stockholm
Frankfurt,Barcelona
Frankfurt,Bologna
Frankfurt,Bremen
Frankfurt,Bristol
Frankfurt,Brussels
Frankfurt,Freiburg im Breisgau
Frankfurt,Budapest
Frankfurt,Paris
Frankfurt,Dresden
Frankfurt,Cologne
Frankfurt,Florence
Frankfurt,Gothenburg
Frankfurt,Graz
Frankfurt,Geneva
Frankfurt,Hamburg
Frankfurt,Helsinki
Frankfurt,Koblenz
Frankfurt,Kraków
Frankfurt,Leipzig
Frankfurt,London
Frankfurt,London
Frankfurt,Milan
Frankfurt,Manchester
Frankfurt,Munich
Frankfurt,Novara
Frankfurt,Nuremberg
Frankfurt,Oslo
Frankfurt,Poznań
Frankfurt,Prague
Frankfurt,Stuttgart
Frankfurt,Salzburg
Frankfurt,Tallinn
Frankfurt,Turin
Frankfurt,Vienna
Frankfurt,Warsaw
Frankfurt,Wrocław
Frankfurt,Bistrica ob Sotli
Frankfurt,Zürich
Nice,Ajaccio
Málaga,Gdańsk
Novorossiysk,Saint Petersburg
Paisley,Arrecife
Paisley,Amsterdam
Paisley,Bristol
Paisley,Paris
Paisley,Geneva
Paisley,London
Bristol,Grenoble
Barcelona,Genoa
Nizhniy Novgorod,Saint Petersburg
Nizhniy Novgorod,Moscow
Nizhniy Novgorod,Volgograd
Málaga,Gothenburg
Bergen,Gothenburg
Mataró,Birmingham
Granada,Barcelona
Granada,Madrid
Geneva,Stockholm
Geneva,Barcelona
Geneva,Birmingham
Geneva,Southampton
Geneva,Bristol
Geneva,Brussels
Geneva,Gothenburg
Geneva,London
Geneva,Liverpool
Geneva,Madrid
Geneva,Munich
Geneva,Porto
Geneva,Pristina
Geneva,Portsmouth
Hannover,Frankfurt
Hannover,Munich
Málaga,Hamburg
Haugesund,Bergen
Stockholm,Helsinki
Helsinki,Barcelona
Helsinki,Brussels
Paris,Helsinki
Helsinki,Gothenburg
Helsinki,Hamburg
Helsinki,Madrid
Oulu,Helsinki
Rovaniemi,Helsinki
Koblenz,Málaga
Niš,Koblenz
Iaşi,Rome
Iaşi,Bucharest
Ibiza,Barcelona
Ibiza,Madrid
Ibiza,Valencia
Koblenz,Niš
Niš,Ljubljana
Innsbruck,Bristol
Innsbruck,Dunfermline
Innsbruck,Frankfurt
Innsbruck,London
Innsbruck,Manchester
Innsbruck,Vienna
Forres,London
Ioánnina,Athens
Ivanovo,Saint Petersburg
Athens,Ermoúpoli
Firá,Athens
Kaliningrad,Saint Petersburg
Moscow,Kaliningrad
Bodrum,Athens
Bodrum,Ródos
Bodrum,Thessaloníki
Chisinau,Paris
Chisinau,Lisbon
Chisinau,Bucharest
Krasnoyarsk,Saint Petersburg
Moscow,Krasnoyarsk
Krasnoyarsk,Moscow
Kraków,Málaga
Kraków,Amsterdam
Kraków,Stockholm
Kraków,Barcelona
Kraków,Monza
Kraków,Birmingham
Kraków,Bologna
Kraków,Amiens
Kraków,Cagliari
Kraków,Rome
Kraków,Brussels
Kraków,Dunfermline
Kraków,Eindhoven
Kraków,Gothenburg
Kraków,London
Kraków,Lille
Kraków,London
Kraków,Nyköping
Kraków,Oslo
Kraków,Livorno
Kraków,Shkodër
Kraków,Toulouse
Kraków,Vienna
Kraków,Valencia
