departure city,arrival city
Ufa,Saint Petersburg
Ufa,Moscow
Ufa,Moscow
Ulyanovsk,Saint Petersburg
Ulyanovsk,Moscow
Ulyanovsk,Moscow
Umeå,Stockholm
Vaasa,Helsinki
Cologne,Varna
Varna,Hamburg
Venice,Amsterdam
Venice,Barcelona
Venice,Bari
Venice,Paris
Venice,Catania
Venice,Dunfermline
Venice,Rome
Venice,Frankfurt
Venice,London
Venice,Lisbon
Venice,Madrid
Venice,Manchester
Venice,Munich
Venice,Naples
Venice,Paris
Venice,Palermo
Venice,Skopje
Venice,London
Venice,Cosenza
Vigo,Barcelona
Vigo,Madrid
Vienna,Málaga
Vienna,Athens
Vienna,Barcelona
Vienna,Monza
Vienna,Brussels
Vienna,Paris
Vienna,Cluj-Napoca
Vienna,Geneva
Vienna,Hamburg
Vienna,Helsinki
Vienna,Klagenfurt
Vienna,London
Vienna,Trier
Vienna,Madrid
Vienna,Munich
Vienna,Novara
Vienna,Bucharest
Vienna,Santander
Vienna,Stuttgart
Vienna,Tallinn
Vienna,Tromsø
Vienna,Zürich
Moscow,Groznyy
Kaliningrad,Moscow
Moscow,Samara
Moscow,Saint Petersburg
Moscow,Murmansk
Naberezhnyye Chelny,Moscow
Valencia,Bologna
Valencia,Brussels
Valencia,Madrid
Valencia,Porto
Vilnius,Málaga
Vilnius,Amiens
Vilnius,Helsinki
Vilnius,Munich
Volgograd,Saint Petersburg
Volgograd,Moscow
Volgograd,Moscow
Voronezh,Saint Petersburg
Verona,Gdańsk
Verona,Poznań
Verona,Cosenza
Viseu,Lisbon
Viseu,Vila Real
Warsaw,Amsterdam
Warsaw,Athens
Warsaw,Barcelona
Warsaw,Monza
Warsaw,Brussels
Warsaw,Budapest
Warsaw,Paris
Warsaw,Cluj-Napoca
Warsaw,Gdańsk
Warsaw,Grenoble
Warsaw,Geneva
Warsaw,Helsinki
Warsaw,Kraków
Warsaw,Katowice
Warsaw,London
Warsaw,Ljubljana
Warsaw,London
Warsaw,Munich
Warsaw,Bucharest
Warsaw,Prague
Warsaw,Tallinn
Warsaw,Vilnius
Warsaw,Verona
Warsaw,Wrocław
Warsaw,Zürich
Warsaw,Málaga
Warsaw,Barcelona
Warsaw,Rome
Warsaw,Brussels
Wrocław,Málaga
Wrocław,Birmingham
Amiens,Wrocław
Wrocław,Valencia
Jerez de la Frontera,Barcelona
Jerez de la Frontera,Madrid
Bistrica ob Sotli,Amsterdam
Bistrica ob Sotli,Brussels
Bistrica ob Sotli,Koblenz
Bistrica ob Sotli,London
Bistrica ob Sotli,Munich
Bistrica ob Sotli,Vienna
Bistrica ob Sotli,Zürich
Zaragoza,Amiens
Zürich,Málaga
Zürich,Stockholm
Zürich,Barcelona
Zürich,Bologna
Zürich,Brussels
Zürich,Paris
Zürich,Dunfermline
Zürich,Gothenburg
Zürich,Geneva
Zürich,Hamburg
Zürich,Helsinki
Zürich,Madrid
Zürich,Munich
Zürich,Porto
Zürich,Bucharest
Zürich,Pristina
Zürich,Rovaniemi
Zürich,Stuttgart
Alykés,Athens
